artist_id,name,country,primary_genre,secondary_genre,debut_year,label_id,is_active,popularity_score
ART_0155,George Orozco,Belgium,Country,,2020,LBL_0005,True,0.044
ART_0156,David Benson,France,Country,,2013,LBL_0009,True,0.02
ART_0157,Amy Russell,UK,Country,Pop,1997,LBL_0027,True,0.021
ART_0158,Jennifer Clark,UK,Rock,,2009,LBL_0023,True,0.044
ART_0159,The Fishers,UK,Indie,Jazz,1996,LBL_0023,True,0.02
ART_0160,The Steins,USA,Jazz,,1991,LBL_0039,True,0.018
ART_0161,Shannon Cannon,Hong Kong,Hip-Hop,Rock,2009,LBL_0022,False,0.025
ART_0162,Woods,USA,Electronic,,1991,LBL_0006,True,0.066
ART_0163,Elizabeth Price,UK,Pop,,2009,LBL_0047,True,0.03
ART_0164,The Snows,Syrian Arab Republic,Rock,,1999,LBL_0011,True,0.026
ART_0165,DJ Robert King,San Marino,R&B,,2017,LBL_0032,True,0.018
ART_0166,The Navarros,USA,Pop,,1997,LBL_0019,True,0.027
ART_0167,The Marshs,Ukraine,Country,,2004,LBL_0026,True,0.168
ART_0168,Daniel Graham,Canada,Rock,,1998,LBL_0049,True,0.018
ART_0169,The Rogerss,France,Hip-Hop,Classical,2001,LBL_0009,False,0.024
ART_0170,The Powells,USA,Hip-Hop,,1992,LBL_0028,True,0.048
ART_0171,Cameron Dean,USA,Hip-Hop,Indie,2016,LBL_0019,True,0.033
ART_0172,James Elliott,Anguilla,Classical,,2013,LBL_0006,True,0.031
ART_0173,Young Christopher Baby,Canada,Hip-Hop,,1995,LBL_0026,True,0.031
ART_0174,The Pattersons,USA,Electronic,Hip-Hop,1997,LBL_0034,True,0.021
ART_0175,The Camachos,UK,Electronic,Hip-Hop,1999,LBL_0017,True,0.02
ART_0176,The Whites,Japan,Country,,2021,LBL_0030,True,0.038
ART_0177,Garrett Gibson,Canada,Metal,Electronic,2010,LBL_0041,True,0.039
ART_0178,Diana Bean,Italy,R&B,,2012,LBL_0033,True,0.046
ART_0179,Bradley Smith,Germany,Rock,,1995,LBL_0040,True,0.057
ART_0180,The Ryans,Germany,Pop,,1992,LBL_0029,True,0.024
ART_0181,The Cookes,USA,Rock,Classical,2022,LBL_0010,True,0.024
ART_0182,The Bells,Pakistan,Country,Indie,1995,LBL_0033,True,0.037
ART_0183,Tyler Williams,Antarctica (the territory South of 60 deg S),Pop,,2000,LBL_0024,True,0.028
ART_0184,Herring,Canada,Electronic,,1993,LBL_0041,True,0.031
ART_0185,The Gonzalezs,UK,Country,Hip-Hop,2006,LBL_0047,True,0.037
ART_0186,The Hernandezs,UK,Hip-Hop,,1999,LBL_0023,True,0.051
ART_0187,Young David Baby,France,R&B,Metal,1995,LBL_0020,False,0.021
ART_0188,Kristy Robinson,USA,Pop,,2017,LBL_0033,True,0.021
ART_0189,Pamela Jackson,New Caledonia,Pop,,2021,LBL_0013,True,0.018
ART_0190,Tamara,USA,R&B,Hip-Hop,1996,LBL_0033,True,0.026
ART_0191,The Higginss,USA,Electronic,Indie,1999,LBL_0011,False,0.017
ART_0192,The Stricklands,UK,Classical,Indie,2013,LBL_0044,True,0.023
ART_0193,The Martins,France,Jazz,Electronic,2005,LBL_0020,True,0.025
ART_0194,The Collinss,Japan,Rock,,2018,LBL_0030,True,0.02
ART_0195,Big Beth King,Vanuatu,R&B,,2000,LBL_0013,True,0.026
ART_0196,Lil Larry King,Philippines,R&B,,1996,LBL_0046,True,0.017
ART_0197,The Odonnells,Honduras,Classical,Indie,2022,LBL_0010,True,0.017
ART_0198,Angela Vaughn,Niue,Hip-Hop,Classical,1991,LBL_0027,True,0.04
ART_0199,The Sanchezs,Japan,Country,Hip-Hop,2010,LBL_0007,False,0.021
ART_0200,DJ Heidi Prince,USA,Hip-Hop,Pop,2020,LBL_0045,True,0.018
ART_0201,The Turners,UK,Pop,,1999,LBL_0036,True,0.024
ART_0202,Renee Hogan,Mongolia,Indie,R&B,2005,LBL_0020,False,0.035
ART_0203,Hannah Patterson,USA,Pop,,2021,LBL_0039,True,0.019
ART_0204,Jonathan Peterson,USA,Metal,,2008,LBL_0028,True,0.027
ART_0205,Samantha Garcia,UK,Jazz,,2023,LBL_0024,True,0.018
ART_0206,The Yus,North Macedonia,Rock,,1991,LBL_0025,True,0.017
ART_0207,Snowx,Kuwait,Electronic,Rock,1991,LBL_0023,True,0.025
ART_0208,Jessica Gross,France,Indie,Hip-Hop,2011,LBL_0009,True,0.025
ART_0209,Robert Medina,Liberia,R&B,Indie,2019,LBL_0045,False,0.028
ART_0210,Lil Steven King,Canada,R&B,,2002,LBL_0003,True,0.032
ART_0211,Leslie Morris,Japan,Country,,2024,LBL_0031,True,0.108
ART_0212,Timothy Ramirez,Korea,Classical,,1993,LBL_0042,True,0.024
ART_0213,John Bishop,Hong Kong,Indie,Country,2018,LBL_0025,True,0.02
ART_0214,The Rogerss,USA,Rock,,2023,LBL_0018,True,0.037
ART_0215,Frederick Freeman MD,USA,Electronic,,2001,LBL_0035,True,0.02
ART_0216,The Greens,USA,Rock,,2017,LBL_0011,True,0.022
ART_0217,Black Ramirez,Germany,Metal,Pop,2012,LBL_0040,False,0.018
ART_0218,Iron Carlson,UK,Metal,,2015,LBL_0024,True,0.017
ART_0219,Kristi Black,Comoros,Pop,Classical,2018,LBL_0003,True,0.087
ART_0220,Nathan Freeman,USA,Classical,,1992,LBL_0039,True,0.041
ART_0221,Melissa Brewer,Germany,Indie,,1994,LBL_0037,True,0.03
ART_0222,The Henrys,France,Rock,,1997,LBL_0002,True,0.022
ART_0223,Anna Walker,UK,Electronic,,2006,LBL_0050,True,0.018
ART_0224,Elizabeth Perkins,USA,Indie,,2021,LBL_0013,True,0.018
ART_0225,The Kennedys,USA,Pop,Classical,2018,LBL_0006,True,0.019
ART_0226,The Schmidts,USA,Classical,Hip-Hop,2024,LBL_0019,True,0.025
ART_0227,Erin Warner,Faroe Islands,Hip-Hop,Pop,2022,LBL_0015,True,0.031
ART_0228,The Parkers,Japan,Indie,Rock,2013,LBL_0030,False,0.029
ART_0229,Grave Hall,USA,Metal,Rock,2015,LBL_0046,False,0.02
ART_0230,Emily Newton,USA,Metal,,2010,LBL_0042,True,0.079
ART_0231,Tapiax,UK,Electronic,Rock,2001,LBL_0050,True,0.033
ART_0232,Cheryl Rodgers,USA,Indie,,2009,LBL_0011,True,0.025
ART_0233,The Hills,Namibia,Indie,Metal,2023,LBL_0019,True,0.027
ART_0234,Tiffany Baby,Germany,Hip-Hop,,2009,LBL_0040,True,0.022
ART_0235,The Campbells,Bolivia,R&B,Electronic,2011,LBL_0037,True,0.019
ART_0236,The Walls,Germany,Pop,Country,2016,LBL_0040,True,0.021
ART_0237,Isaac Turner,Japan,Country,,2009,LBL_0031,True,0.034
ART_0238,Beth Williams,USA,Rock,,1993,LBL_0011,True,0.017
ART_0239,Edgar Raymond,USA,Pop,,2010,LBL_0046,True,0.018
ART_0240,Nicole Garcia,USA,Pop,,2013,LBL_0033,True,0.017
ART_0241,Duane Mendoza,Guam,Classical,,2005,LBL_0010,True,0.017
ART_0242,Jack King,Austria,Hip-Hop,,2005,LBL_0011,True,0.044
ART_0243,The Kings,USA,Classical,,2019,LBL_0032,True,0.031
ART_0244,Ashley Jones,Germany,Pop,,2019,LBL_0016,True,0.023
ART_0245,Lil Travis Prince,Morocco,Hip-Hop,,2020,LBL_0019,True,0.018
ART_0246,Amy Hernandez,UK,Electronic,,2015,LBL_0024,True,0.024
ART_0247,Xavier Wilson,USA,R&B,Rock,2014,LBL_0033,False,0.023
ART_0248,The Obriens,Canada,Hip-Hop,,1996,LBL_0026,False,0.018
ART_0249,Courtney Mills,Korea,Country,,2022,LBL_0026,True,0.022
ART_0250,Elizabeth Chapman,USA,Indie,,2020,LBL_0034,True,0.022
ART_0251,Keith Brown,USA,Country,Classical,2010,LBL_0011,True,0.027
ART_0252,Annette Farmer,USA,Rock,,2022,LBL_0035,False,0.028
ART_0253,Deborah Miller,UK,Pop,,2011,LBL_0044,True,0.017
ART_0254,Juan Moore,USA,Indie,Jazz,1991,LBL_0039,True,0.021
ART_0255,Michael Harrison,USA,Pop,R&B,2020,LBL_0011,False,0.027
ART_0256,Dwayne Campbell,Canada,Indie,,2005,LBL_0003,True,0.024
ART_0257,Andrea Hall,USA,Electronic,Indie,2016,LBL_0010,True,0.044
ART_0258,Rick Lawrence,USA,Metal,Indie,1993,LBL_0046,True,0.029
ART_0259,Young Linda King,Japan,R&B,Electronic,2001,LBL_0030,True,0.018
ART_0260,Brian Walker,Germany,Metal,Electronic,2002,LBL_0016,True,0.017
ART_0261,Charles Brown,Germany,Hip-Hop,Country,2021,LBL_0021,False,0.028
ART_0262,DJ Laura King,Japan,R&B,Electronic,2024,LBL_0025,False,0.017
ART_0263,Young Brooke Prince,Sweden,Hip-Hop,Country,1995,LBL_0023,True,0.026
ART_0264,The Carrolls,France,Electronic,,2007,LBL_0009,True,0.069
ART_0265,John Torres,Iraq,Country,,2004,LBL_0041,True,0.026
ART_0266,The Benders,USA,Indie,,1998,LBL_0001,True,0.021
ART_0267,Black Mason,Japan,Metal,Rock,2020,LBL_0031,True,0.028
ART_0268,Lil Troy Baby,USA,R&B,Pop,2004,LBL_0035,True,0.023
ART_0269,Andrew Reynolds,USA,Jazz,Country,2015,LBL_0032,True,0.025
ART_0270,David Davis,Peru,Jazz,Country,1990,LBL_0020,True,0.069
ART_0271,The Johnstons,USA,R&B,,2024,LBL_0034,True,0.021
ART_0272,Yvonne Chambers,USA,Rock,,1997,LBL_0022,True,0.085
ART_0273,Andrew Avila,USA,Pop,,2011,LBL_0019,True,0.055
ART_0274,Lil Thomas Prince,USA,Hip-Hop,,2015,LBL_0028,False,0.019
ART_0275,Catherine Richards,Germany,Hip-Hop,,2010,LBL_0016,True,0.017
ART_0276,Big Cynthia,UK,Hip-Hop,,1990,LBL_0017,True,0.018
ART_0277,The Vasquezs,USA,Rock,Country,2022,LBL_0046,True,0.017
ART_0278,The Daviss,USA,Pop,,2004,LBL_0015,True,0.018
ART_0279,The Baileys,UK,Pop,Electronic,2013,LBL_0027,True,0.03
ART_0280,The Cooks,Paraguay,Metal,,1995,LBL_0034,False,0.017
ART_0281,Christopher Jenkins,Lithuania,Jazz,,2022,LBL_0013,True,0.02
ART_0282,Robin Pierce,Korea,Hip-Hop,,1997,LBL_0044,True,0.043
ART_0283,David Wilson,France,Classical,,2019,LBL_0009,True,0.017
ART_0284,Sharon Bryan,Afghanistan,Rock,,2009,LBL_0047,True,0.039
ART_0285,The Sandovals,Canada,Metal,,1994,LBL_0003,True,0.02
ART_0286,Cody Cox,Saudi Arabia,R&B,Classical,2020,LBL_0003,True,0.018
ART_0287,The Jimenezs,Germany,Pop,,2014,LBL_0029,True,0.031
ART_0288,The Ramoss,France,Jazz,,2024,LBL_0009,True,0.028
ART_0289,The Williamss,Ethiopia,Indie,,2023,LBL_0009,False,0.048
ART_0290,Grave Dunn,Japan,Metal,Jazz,2009,LBL_0030,True,0.033
ART_0291,Jessica Wolfe,USA,Jazz,Pop,1999,LBL_0018,True,0.038
ART_0292,The Martinezs,Germany,Country,,2016,LBL_0040,True,0.02
ART_0293,Lisa Allen,USA,Rock,Pop,1996,LBL_0039,True,0.019
ART_0294,Juan Tran,Canada,Metal,Hip-Hop,1992,LBL_0026,True,0.034
ART_0295,The Daviss,USA,Rock,,2008,LBL_0015,True,0.038
ART_0296,Susan Murray MD,Germany,Metal,,2010,LBL_0016,True,0.172
ART_0297,The Colliers,UK,Country,R&B,1993,LBL_0036,True,0.022
ART_0298,The Jimenezs,UK,Country,Classical,1993,LBL_0023,True,0.021
ART_0299,Katrina Hill,USA,Electronic,,2016,LBL_0010,True,0.036
ART_0300,The Davenports,Japan,Rock,Metal,1999,LBL_0030,True,0.021
ART_0301,Mrs. Kristen Reyes,Germany,Rock,,2014,LBL_0016,True,0.064
ART_0302,Katie Suarez,USA,Rock,,2013,LBL_0006,True,0.045
ART_0303,Desiree Tyler,USA,Rock,Metal,1992,LBL_0005,True,0.022
ART_0304,The Villas,Madagascar,R&B,,2003,LBL_0022,True,0.034
ART_0305,Big Joseph Prince,Germany,Hip-Hop,,2020,LBL_0016,True,0.034
ART_0306,Nicholas Monroe,Japan,Pop,,2014,LBL_0030,True,0.018
ART_0307,The Carpenters,Japan,Metal,Jazz,2021,LBL_0030,True,0.054
ART_0308,Sharon Griffin,Liberia,Indie,,2016,LBL_0003,True,0.024
ART_0309,Juan Daniels,USA,Metal,R&B,2016,LBL_0019,True,0.04
ART_0310,Storm Gibson,UK,Metal,R&B,2011,LBL_0017,True,0.02
ART_0311,Colin Terry,USA,Rock,,2012,LBL_0011,True,0.052
ART_0312,The Halls,USA,Hip-Hop,Pop,1993,LBL_0034,True,0.021
ART_0313,Lil Kimberly Baby,USA,R&B,,2004,LBL_0005,True,0.017
ART_0314,Patrick Thornton,Sudan,Classical,,2020,LBL_0043,False,0.055
ART_0315,William Sparks,UK,Rock,,2023,LBL_0047,True,0.018
ART_0316,Vincent Martinez,Nauru,R&B,,2017,LBL_0012,True,0.02
ART_0317,The Riveras,Bolivia,Rock,Indie,2012,LBL_0018,True,0.075
ART_0318,The Sawyers,France,Rock,Pop,2004,LBL_0020,False,0.076
ART_0319,Joseph Bryant,Saint Helena,Electronic,,2014,LBL_0025,True,0.026
ART_0320,The Thomass,USA,Country,Rock,2017,LBL_0042,True,0.028
ART_0321,Tracy Jones,USA,Country,Indie,1992,LBL_0015,True,0.023
ART_0322,The Harringtons,UK,Pop,,1994,LBL_0044,False,0.02
ART_0323,The Bakers,France,Indie,Classical,2010,LBL_0002,True,0.021
ART_0324,Cindy Prince,USA,Hip-Hop,,2009,LBL_0011,True,0.029
ART_0325,The Sanderss,USA,Pop,Rock,1998,LBL_0045,False,0.034
ART_0326,Gary Craig,USA,Indie,Classical,2004,LBL_0005,True,0.037
ART_0327,Storm Ferguson,France,Metal,,2010,LBL_0002,True,0.037
ART_0328,The Finleys,UK,Indie,,2017,LBL_0012,True,0.018
ART_0329,Katherine Weaver,USA,R&B,Hip-Hop,2005,LBL_0046,True,0.024
ART_0330,Cynthia Cohen,France,Country,,2010,LBL_0024,True,0.017
ART_0331,Nicole Hamilton MD,Japan,Electronic,,2007,LBL_0007,True,0.025
ART_0332,Shelia Wallace,Puerto Rico,Pop,,1991,LBL_0006,True,0.022
ART_0333,Allen Nguyen,USA,Jazz,,2014,LBL_0001,True,0.05
ART_0334,DJ Brian Baby,Guinea-Bissau,Hip-Hop,,2005,LBL_0037,True,0.021
ART_0335,Charles Schmidt,USA,Rock,,1994,LBL_0011,False,0.018
ART_0336,The Knights,Germany,Classical,Indie,2006,LBL_0016,False,0.018
ART_0337,Sparksx,USA,Electronic,,2009,LBL_0001,True,0.034
ART_0338,Bob Pitts,USA,Pop,Jazz,2018,LBL_0022,True,0.027
ART_0339,Cynthia Durham,Japan,Rock,Country,2002,LBL_0031,True,0.018
ART_0340,The Thomass,Germany,Classical,,2021,LBL_0037,True,0.018
ART_0341,The Murrays,Equatorial Guinea,Pop,Jazz,2013,LBL_0008,True,0.031
ART_0342,Michael Nolan,UK,Indie,,1991,LBL_0047,True,0.017
ART_0343,Marshall,UK,Electronic,,1994,LBL_0027,True,0.04
