stream_id,track_id,artist_id,region,platform,stream_date,stream_count,skip_rate,completion_rate
STR_000050,TRK_04288,ART_0617,BT,YouTube Music,2026-04-09,94000,0.286,0.614
STR_000051,TRK_01589,ART_0209,CF,Amazon Music,2026-04-26,32000,0.181,0.787
STR_000052,TRK_00150,ART_0572,SR,YouTube Music,2024-01-19,59000,0.25,0.668
STR_000053,TRK_04107,ART_0259,GR,Spotify,2023-12-01,46000,0.509,0.809
STR_000054,TRK_01461,ART_0626,GT,Apple Music,2023-12-25,591000,0.174,0.992
STR_000055,TRK_05667,ART_0154,GR,YouTube Music,2024-03-19,533000,0.035,0.887
STR_000056,TRK_05826,ART_0437,HT,Spotify,2026-04-17,93000,0.229,0.656
STR_000057,TRK_03213,ART_0359,MM,YouTube Music,2025-08-12,51000,0.546,0.805
STR_000058,TRK_05923,ART_0377,MY,Apple Music,2024-04-20,434999,0.19,0.863
STR_000059,TRK_01706,ART_0043,DM,Spotify,2025-09-26,365000,0.4,0.732
STR_000060,TRK_05667,ART_0154,ZM,Apple Music,2025-11-13,533000,0.256,0.919
STR_000061,TRK_04054,ART_0296,TD,Amazon Music,2026-01-11,56000,0.338,0.793
STR_000062,TRK_00590,ART_0462,MR,YouTube Music,2023-06-02,49000,0.265,0.952
STR_000063,TRK_05107,ART_0632,LU,Spotify,2026-01-02,75000,0.469,0.883
STR_000064,TRK_05903,ART_0639,AM,Spotify,2026-03-06,82000,0.143,0.887
STR_000065,TRK_05373,ART_0126,CM,Spotify,2021-09-25,171999,0.079,0.881
STR_000066,TRK_00513,ART_0423,GA,YouTube Music,2025-04-03,88999,0.488,0.828
STR_000067,TRK_04309,ART_0255,LT,Tidal,2026-04-27,447000,0.107,0.805
STR_000068,TRK_05505,ART_0135,TG,Apple Music,2026-04-19,734000,0.365,0.399
STR_000069,TRK_01091,ART_0184,KP,Tidal,2023-06-15,31000,0.345,0.865
STR_000070,TRK_05810,ART_0071,CG,Amazon Music,2026-04-27,301000,0.291,0.658
STR_000071,TRK_00364,ART_0368,PS,YouTube Music,2025-09-28,108000,0.256,0.932
STR_000072,TRK_03037,ART_0319,BG,YouTube Music,2025-09-18,52000,0.094,0.841
STR_000073,TRK_00617,ART_0333,MA,Apple Music,2026-04-27,57000,0.151,0.968
STR_000074,TRK_00457,ART_0627,ZA,Apple Music,2026-04-27,373000,0.165,0.754
STR_000075,TRK_05056,ART_0031,HN,YouTube Music,2024-07-19,31000,0.178,0.747
STR_000076,TRK_03596,ART_0087,ZA,Apple Music,2024-07-24,42000,0.235,0.817
STR_000077,TRK_00793,ART_0027,IL,Spotify,2026-01-28,62000,0.102,0.828
STR_000078,TRK_05663,ART_0243,BS,YouTube Music,2026-04-05,558000,0.243,0.932
STR_000079,TRK_01461,ART_0626,BO,Apple Music,2024-08-03,591000,0.272,0.883
STR_000080,TRK_05983,ART_0068,HT,Spotify,2024-08-06,89999,0.304,0.691
STR_000081,TRK_05634,ART_0334,OM,YouTube Music,2025-03-04,37000,0.025,0.662
STR_000082,TRK_04994,ART_0198,FI,Spotify,2020-03-11,74000,0.314,0.873
STR_000083,TRK_02965,ART_0677,HR,Amazon Music,2025-09-18,70000,0.193,0.796
STR_000084,TRK_01461,ART_0626,CU,Spotify,2024-05-10,591000,0.052,0.721
STR_000085,TRK_02761,ART_0684,AR,Apple Music,2025-11-10,71000,0.055,0.742
STR_000086,TRK_04274,ART_0113,HR,Apple Music,2016-05-27,36000,0.175,0.767
STR_000087,TRK_03933,ART_0355,ZW,YouTube Music,2025-09-08,835000,0.113,0.838
STR_000088,TRK_02193,ART_0615,TD,Apple Music,2025-05-17,101000,0.028,0.597
STR_000089,TRK_04449,ART_0478,CN,Apple Music,2026-04-27,146000,0.153,0.804
STR_000090,TRK_03417,ART_0677,CO,Amazon Music,2023-11-16,49000,0.291,0.704
STR_000091,TRK_03933,ART_0355,AU,YouTube Music,2026-03-20,835000,0.224,0.921
STR_000092,TRK_04481,ART_0001,BS,Apple Music,2021-11-15,39000,0.574,0.883
STR_000093,TRK_01878,ART_0413,PH,YouTube Music,2025-10-15,104000,0.322,0.824
STR_000094,TRK_04302,ART_0407,GT,Amazon Music,2026-01-26,75000,0.158,0.968
STR_000095,TRK_03351,ART_0414,SR,Spotify,2021-08-02,504000,0.16,0.965
STR_000096,TRK_05850,ART_0045,EC,Spotify,2026-02-18,175000,0.135,0.768
STR_000097,TRK_00284,ART_0647,CN,Apple Music,2024-01-26,68000,0.367,0.792
STR_000098,TRK_03135,ART_0283,ZM,Apple Music,2026-04-27,113000,0.375,0.486
STR_000099,TRK_02189,ART_0141,NR,Spotify,2024-11-17,330000,0.028,0.876
STR_000100,TRK_01572,ART_0442,BB,Apple Music,2025-07-07,90999,0.327,0.871
STR_000101,TRK_03933,ART_0355,MY,Spotify,2026-04-07,835000,0.172,0.774
STR_000102,TRK_04136,ART_0295,SO,Tidal,2023-07-25,273000,0.088,0.634
STR_000103,TRK_01118,ART_0597,MX,Amazon Music,2026-04-27,38000,0.467,0.843
STR_000104,TRK_04331,ART_0437,ZM,YouTube Music,2026-02-13,34000,0.365,0.93
STR_000105,TRK_03177,ART_0648,TH,Amazon Music,2025-05-26,71000,0.513,0.756
STR_000106,TRK_05505,ART_0135,MC,YouTube Music,2026-02-27,734000,0.035,0.819
STR_000107,TRK_01461,ART_0626,CH,YouTube Music,2024-04-04,591000,0.491,0.749
STR_000108,TRK_01461,ART_0626,BA,YouTube Music,2025-12-08,591000,0.053,0.763
STR_000109,TRK_04955,ART_0089,NG,Spotify,2026-03-13,1000000,0.032,0.692
STR_000110,TRK_00129,ART_0311,NL,Tidal,2025-08-07,804000,0.026,0.906
STR_000111,TRK_03194,ART_0015,GT,Apple Music,2025-05-31,116000,0.321,0.76
STR_000112,TRK_01296,ART_0060,AD,Spotify,2024-10-28,53000,0.249,0.536
STR_000113,TRK_01050,ART_0481,GB,Apple Music,2025-11-21,99000,0.118,0.768
STR_000114,TRK_05857,ART_0388,RO,YouTube Music,2015-03-30,79000,0.088,0.843
STR_000115,TRK_05132,ART_0237,AM,Apple Music,2022-10-25,67000,0.242,0.686
STR_000116,TRK_03555,ART_0146,VU,Spotify,2025-12-28,117000,0.268,0.87
STR_000117,TRK_05438,ART_0242,VU,Apple Music,2025-08-20,165000,0.182,0.621
STR_000118,TRK_03839,ART_0549,NG,Spotify,2025-12-07,320000,0.376,0.579
STR_000119,TRK_03397,ART_0217,JM,Spotify,2026-04-27,534000,0.114,0.806
STR_000120,TRK_03824,ART_0007,ST,Spotify,2026-02-04,37000,0.16,0.912
STR_000121,TRK_01461,ART_0626,SR,Apple Music,2025-06-23,591000,0.122,0.818
STR_000122,TRK_02323,ART_0395,NE,Spotify,2024-10-25,55000,0.085,0.779
STR_000123,TRK_04654,ART_0068,GT,Spotify,2021-04-07,257000,0.372,0.965
STR_000124,TRK_00129,ART_0311,UG,Spotify,2021-08-01,804000,0.158,0.777
STR_000125,TRK_04380,ART_0406,AE,Apple Music,2013-08-16,413999,0.154,0.882
STR_000126,TRK_05923,ART_0377,VA,Apple Music,2025-03-14,434999,0.42,0.796
STR_000127,TRK_04368,ART_0551,SE,Amazon Music,2020-03-14,121000,0.235,0.864
STR_000128,TRK_04955,ART_0089,PG,YouTube Music,2026-04-12,1000000,0.143,0.856
STR_000129,TRK_05366,ART_0375,KW,Amazon Music,2026-03-22,58000,0.305,0.9
STR_000130,TRK_03933,ART_0355,NP,Spotify,2025-06-06,835000,0.09,0.815
STR_000131,TRK_02935,ART_0220,TJ,Apple Music,2020-12-07,167000,0.145,0.847
STR_000132,TRK_02358,ART_0402,BZ,Spotify,2025-10-25,70000,0.081,0.876
STR_000133,TRK_05405,ART_0093,TR,Apple Music,2023-03-29,42999,0.077,0.821
STR_000134,TRK_00123,ART_0467,DO,Apple Music,2024-10-12,218000,0.066,0.873
STR_000135,TRK_04368,ART_0551,VU,Tidal,2018-09-17,121000,0.236,0.865
STR_000136,TRK_00531,ART_0437,TN,Tidal,2026-03-20,525000,0.104,0.955
STR_000137,TRK_02994,ART_0031,PS,Apple Music,2025-07-04,64000,0.056,0.892
STR_000138,TRK_03933,ART_0355,LS,Apple Music,2025-07-01,835000,0.337,0.664
STR_000139,TRK_00764,ART_0515,TO,YouTube Music,2026-04-27,680000,0.154,0.915
STR_000140,TRK_04955,ART_0089,BR,Apple Music,2026-04-24,1000000,0.008,0.967
STR_000141,TRK_05515,ART_0305,BT,Apple Music,2026-04-27,36000,0.494,0.94
STR_000142,TRK_05690,ART_0291,AM,Apple Music,2026-02-06,110000,0.102,0.69
STR_000143,TRK_01461,ART_0626,CN,YouTube Music,2022-10-08,591000,0.136,0.721
STR_000144,TRK_00129,ART_0311,VN,Tidal,2022-09-29,804000,0.118,0.891
STR_000145,TRK_00974,ART_0487,SL,Amazon Music,2025-04-17,49000,0.08,0.825
STR_000146,TRK_00540,ART_0565,KP,YouTube Music,2024-12-14,32000,0.496,0.841
STR_000147,TRK_01412,ART_0063,TT,Apple Music,2025-05-25,49000,0.158,0.627
STR_000148,TRK_00754,ART_0255,CF,Spotify,2026-04-27,261000,0.142,0.684
STR_000149,TRK_04955,ART_0089,GE,Amazon Music,2026-03-11,1000000,0.303,0.624
STR_000150,TRK_05923,ART_0377,SL,Tidal,2025-09-14,434999,0.01,0.883
STR_000151,TRK_00940,ART_0347,ET,Amazon Music,2025-11-01,110000,0.19,0.732
STR_000152,TRK_05105,ART_0586,LB,Tidal,2025-12-12,220000,0.162,0.658
STR_000153,TRK_02048,ART_0184,AL,YouTube Music,2026-02-11,31000,0.069,0.989
STR_000154,TRK_05505,ART_0135,TN,Spotify,2024-10-02,734000,0.241,0.823
STR_000155,TRK_00806,ART_0664,HN,Apple Music,2026-04-27,31000,0.256,0.541
STR_000156,TRK_01309,ART_0457,CY,Apple Music,2013-03-07,79000,0.253,0.633
STR_000157,TRK_04136,ART_0295,PA,YouTube Music,2021-10-03,273000,0.156,0.688
STR_000158,TRK_04955,ART_0089,MN,Spotify,2026-04-04,1000000,0.203,0.766
STR_000159,TRK_04955,ART_0089,ET,Amazon Music,2026-04-18,1000000,0.046,0.796
STR_000160,TRK_04828,ART_0623,CN,Spotify,2025-04-14,117000,0.014,0.777
STR_000161,TRK_04490,ART_0314,VN,Amazon Music,2025-08-14,31000,0.067,0.811
STR_000162,TRK_00828,ART_0581,WS,Apple Music,2010-03-18,152000,0.145,0.754
STR_000163,TRK_03085,ART_0626,MW,Amazon Music,2024-10-04,34000,0.191,0.882
STR_000164,TRK_02859,ART_0666,UZ,Spotify,2026-04-27,51000,0.213,0.602
STR_000165,TRK_03492,ART_0656,JP,YouTube Music,2025-07-31,31000,0.131,0.909
STR_000166,TRK_00963,ART_0068,SC,YouTube Music,2023-08-09,50000,0.135,0.888
STR_000167,TRK_03263,ART_0097,CH,YouTube Music,2024-05-02,33000,0.151,0.712
STR_000168,TRK_00840,ART_0099,MY,Spotify,2024-08-15,85000,0.044,0.83
STR_000169,TRK_01301,ART_0453,ET,YouTube Music,2020-04-15,161000,0.077,0.728
STR_000170,TRK_03839,ART_0549,LA,Spotify,2025-11-14,320000,0.142,0.76
STR_000171,TRK_03763,ART_0031,HR,Apple Music,2023-11-13,245000,0.302,0.975
STR_000172,TRK_05810,ART_0071,CN,Amazon Music,2026-04-27,301000,0.257,0.729
STR_000173,TRK_05673,ART_0381,BG,Spotify,2025-01-19,66000,0.27,0.847
STR_000174,TRK_00836,ART_0437,MC,Spotify,2026-03-22,98000,0.308,0.834
STR_000175,TRK_05796,ART_0283,BR,Amazon Music,2025-03-13,64000,0.162,0.783
STR_000176,TRK_05667,ART_0154,HN,YouTube Music,2024-10-17,533000,0.095,0.661
STR_000177,TRK_05330,ART_0381,RS,YouTube Music,2022-11-20,108000,0.492,0.811
STR_000178,TRK_03857,ART_0438,TW,Spotify,2026-03-18,146000,0.091,0.603
STR_000179,TRK_03783,ART_0093,AL,Spotify,2021-01-15,310000,0.045,0.928
STR_000180,TRK_00423,ART_0321,MY,Apple Music,2017-04-09,88999,0.165,0.774
STR_000181,TRK_03351,ART_0414,LI,Spotify,2020-12-23,504000,0.024,0.806
STR_000182,TRK_04955,ART_0089,FJ,Spotify,2026-04-04,1000000,0.284,0.695
STR_000183,TRK_05338,ART_0677,FR,Apple Music,2025-01-05,79000,0.164,0.574
STR_000184,TRK_04955,ART_0089,DO,Apple Music,2026-04-22,1000000,0.02,0.887
STR_000185,TRK_05921,ART_0395,GW,Spotify,2025-05-09,218000,0.316,0.962
STR_000186,TRK_02193,ART_0615,US,Amazon Music,2024-12-29,101000,0.017,0.599
STR_000187,TRK_05667,ART_0154,FM,YouTube Music,2026-01-15,533000,0.146,0.921
STR_000188,TRK_03358,ART_0489,MX,YouTube Music,2025-12-03,76000,0.066,0.785
STR_000189,TRK_02809,ART_0388,UZ,Spotify,2014-11-15,249000,0.212,0.956
STR_000190,TRK_05966,ART_0437,BN,Apple Music,2026-03-28,136000,0.066,0.89
STR_000191,TRK_02708,ART_0598,BZ,Apple Music,2025-07-29,36000,0.114,0.804
STR_000192,TRK_05536,ART_0144,HR,Apple Music,2021-02-13,143000,0.203,0.857
STR_000193,TRK_04353,ART_0356,TH,Apple Music,2023-05-23,95000,0.212,0.766
STR_000194,TRK_04654,ART_0068,MT,Amazon Music,2022-10-29,257000,0.585,0.707
STR_000195,TRK_00663,ART_0347,MU,YouTube Music,2024-09-12,36000,0.182,0.837
STR_000196,TRK_05460,ART_0487,KR,Spotify,2026-01-15,195000,0.486,0.817
STR_000197,TRK_05205,ART_0091,KZ,Apple Music,2025-02-17,105000,0.244,0.609
STR_000198,TRK_03056,ART_0437,CG,Amazon Music,2026-04-27,64000,0.086,0.807
STR_000199,TRK_04698,ART_0527,BN,Spotify,2026-04-27,118000,0.286,0.899
STR_000200,TRK_03847,ART_0344,LU,Spotify,2025-09-09,244000,0.047,0.76
STR_000201,TRK_05478,ART_0655,BW,Amazon Music,2025-11-12,525000,0.18,0.746
STR_000202,TRK_00531,ART_0437,AE,Apple Music,2026-03-03,525000,0.26,0.915
STR_000203,TRK_04128,ART_0437,MV,Spotify,2026-04-27,80000,0.177,0.694
STR_000204,TRK_01930,ART_0327,KE,Spotify,2026-02-20,104000,0.049,0.84
STR_000205,TRK_05478,ART_0655,ME,Apple Music,2026-01-18,525000,0.142,0.747
STR_000206,TRK_02650,ART_0176,SV,Amazon Music,2025-08-18,42999,0.091,0.945
STR_000207,TRK_00018,ART_0271,ID,YouTube Music,2026-04-27,163000,0.076,0.698
STR_000208,TRK_05478,ART_0655,NG,Apple Music,2026-02-11,525000,0.154,0.97
STR_000209,TRK_01583,ART_0377,LT,Spotify,2025-12-17,53000,0.207,0.689
STR_000210,TRK_03944,ART_0407,UY,Apple Music,2016-09-18,75000,0.132,0.593
STR_000211,TRK_05355,ART_0359,CY,Apple Music,2025-05-22,72000,0.167,0.736
STR_000212,TRK_00203,ART_0438,FI,YouTube Music,2025-08-15,68000,0.012,0.841
STR_000213,TRK_04396,ART_0407,VU,Apple Music,2025-12-22,79000,0.294,0.848
STR_000214,TRK_05280,ART_0260,NI,Tidal,2026-02-26,33000,0.27,0.919
STR_000215,TRK_05780,ART_0487,MR,Apple Music,2025-12-27,200000,0.189,0.918
STR_000216,TRK_01346,ART_0486,UG,Amazon Music,2026-04-27,107000,0.08,0.702
STR_000217,TRK_04955,ART_0089,PW,Apple Music,2026-03-19,1000000,0.378,0.917
STR_000218,TRK_03351,ART_0414,TJ,YouTube Music,2018-12-31,504000,0.216,0.734
STR_000219,TRK_04598,ART_0428,CZ,Amazon Music,2025-08-22,38000,0.254,0.779
STR_000220,TRK_02707,ART_0414,NR,Apple Music,2026-01-19,66000,0.314,0.937
STR_000221,TRK_03061,ART_0046,TV,Spotify,2011-07-18,113000,0.212,0.943
STR_000222,TRK_05438,ART_0242,AM,Spotify,2025-04-01,165000,0.163,0.705
STR_000223,TRK_00129,ART_0311,BF,Spotify,2025-01-07,804000,0.11,0.616
STR_000224,TRK_00828,ART_0581,SL,Spotify,2015-05-25,152000,0.175,0.777
STR_000225,TRK_00965,ART_0347,AL,Spotify,2024-01-24,119000,0.182,0.685
STR_000226,TRK_04955,ART_0089,AD,Spotify,2026-03-22,1000000,0.17,0.792
STR_000227,TRK_03763,ART_0031,JM,Spotify,2021-09-13,245000,0.718,0.918
STR_000228,TRK_03847,ART_0344,PH,Apple Music,2026-03-29,244000,0.092,0.679
STR_000229,TRK_04645,ART_0405,AD,Spotify,2012-12-03,35000,0.115,0.598
STR_000230,TRK_04468,ART_0348,FJ,Spotify,2026-03-21,149000,0.185,0.921
STR_000231,TRK_05921,ART_0395,ER,YouTube Music,2025-03-28,218000,0.083,0.732
STR_000232,TRK_05530,ART_0631,DK,Apple Music,2026-04-27,43999,0.173,0.887
STR_000233,TRK_02460,ART_0356,NI,Tidal,2021-07-28,108000,0.173,0.86
STR_000234,TRK_05798,ART_0458,BB,Apple Music,2021-05-31,249000,0.52,0.938
STR_000235,TRK_05505,ART_0135,CH,Apple Music,2025-04-03,734000,0.105,0.964
STR_000236,TRK_03395,ART_0194,AL,Apple Music,2025-07-25,42999,0.288,0.835
STR_000237,TRK_03921,ART_0407,SM,Spotify,2021-03-10,103000,0.187,0.664
STR_000238,TRK_04048,ART_0483,SD,Spotify,2025-10-01,34000,0.351,0.846
STR_000239,TRK_04309,ART_0255,SN,YouTube Music,2026-04-27,447000,0.53,0.769
STR_000240,TRK_00754,ART_0255,KP,YouTube Music,2026-04-27,261000,0.074,0.855
STR_000241,TRK_03933,ART_0355,KM,YouTube Music,2025-11-19,835000,0.479,0.906
STR_000242,TRK_01639,ART_0092,ET,Tidal,2026-04-27,181999,0.034,0.644
STR_000243,TRK_04911,ART_0118,TM,Spotify,2023-04-03,38000,0.157,0.832
STR_000244,TRK_04700,ART_0405,BR,Amazon Music,2026-01-29,77000,0.317,0.776
STR_000245,TRK_01932,ART_0065,FR,Tidal,2014-01-07,70000,0.096,0.891
STR_000246,TRK_02092,ART_0575,MD,Apple Music,2026-04-27,113000,0.138,0.854
STR_000247,TRK_05469,ART_0437,IQ,Amazon Music,2025-06-20,36000,0.366,0.853
STR_000248,TRK_03797,ART_0347,VN,Spotify,2025-08-26,42000,0.225,0.49
STR_000249,TRK_02827,ART_0418,PK,Spotify,2025-12-04,261000,0.418,0.785
STR_000250,TRK_01362,ART_0177,HN,Spotify,2021-06-30,189000,0.258,0.847
STR_000251,TRK_05663,ART_0243,CL,Amazon Music,2026-04-16,558000,0.025,0.835
STR_000252,TRK_04170,ART_0346,AO,Spotify,2023-05-09,88999,0.22,0.943
STR_000253,TRK_02143,ART_0585,MM,Spotify,2021-11-16,129000,0.087,0.823
STR_000254,TRK_03660,ART_0539,GH,Spotify,2025-12-18,42000,0.375,0.972
STR_000255,TRK_04220,ART_0151,TJ,Apple Music,2020-01-07,85000,0.537,0.906
STR_000256,TRK_00445,ART_0351,SI,Spotify,2025-06-21,42000,0.128,0.945
STR_000257,TRK_03805,ART_0244,SM,Spotify,2026-03-12,97000,0.128,0.746
STR_000258,TRK_00360,ART_0352,KH,Spotify,2024-01-01,92000,0.339,0.873
STR_000259,TRK_03341,ART_0222,KM,Spotify,2021-05-04,34000,0.549,0.899
STR_000260,TRK_04914,ART_0379,US,Amazon Music,2026-02-27,68000,0.118,0.693
STR_000261,TRK_01498,ART_0483,GN,YouTube Music,2019-06-01,36000,0.107,0.874
STR_000262,TRK_00720,ART_0381,BZ,YouTube Music,2019-11-06,71000,0.095,0.887
STR_000263,TRK_05505,ART_0135,DK,YouTube Music,2025-08-14,734000,0.229,0.53
STR_000264,TRK_01461,ART_0626,VU,YouTube Music,2024-09-22,591000,0.146,0.687
STR_000265,TRK_05373,ART_0126,MA,Amazon Music,2026-04-11,171999,0.345,0.774
STR_000266,TRK_03583,ART_0475,AG,Amazon Music,2023-08-11,55000,0.061,0.43
STR_000267,TRK_05667,ART_0154,KR,Apple Music,2024-01-13,533000,0.383,0.396
STR_000268,TRK_01948,ART_0568,LK,Spotify,2004-09-23,83000,0.358,0.908
STR_000269,TRK_01695,ART_0436,IR,Apple Music,2026-04-24,67000,0.33,0.941
STR_000270,TRK_04880,ART_0693,DK,Spotify,2024-08-07,86999,0.118,0.689
STR_000271,TRK_04885,ART_0309,SC,Apple Music,2026-04-02,98000,0.209,0.791
STR_000272,TRK_05371,ART_0549,CY,YouTube Music,2026-04-02,54000,0.089,0.796
STR_000273,TRK_04239,ART_0419,GW,YouTube Music,2025-01-22,40000,0.489,0.733
STR_000274,TRK_05810,ART_0071,LK,Apple Music,2026-04-27,301000,0.273,0.942
STR_000275,TRK_00321,ART_0437,NL,YouTube Music,2025-12-11,99000,0.317,0.853
STR_000276,TRK_02322,ART_0212,CM,Spotify,2021-05-29,73000,0.039,0.851
STR_000277,TRK_02368,ART_0409,NR,YouTube Music,2026-02-09,34000,0.47,0.686
STR_000278,TRK_01574,ART_0428,AU,YouTube Music,2025-11-26,64000,0.181,0.896
STR_000279,TRK_02280,ART_0149,BS,Apple Music,2026-04-14,42000,0.111,0.767
STR_000280,TRK_00900,ART_0543,AO,YouTube Music,2024-05-05,41000,0.097,0.825
STR_000281,TRK_04599,ART_0202,HR,YouTube Music,2024-03-21,35000,0.034,0.75
STR_000282,TRK_00129,ART_0311,VU,Apple Music,2024-06-05,804000,0.197,0.88
STR_000283,TRK_05588,ART_0112,RW,Apple Music,2024-12-06,81000,0.198,0.882
STR_000284,TRK_05505,ART_0135,CY,YouTube Music,2024-12-15,734000,0.126,0.695
STR_000285,TRK_03616,ART_0037,AE,Amazon Music,2025-10-06,51000,0.105,0.699
STR_000286,TRK_01995,ART_0650,TJ,Apple Music,2026-04-27,67000,0.156,0.895
STR_000287,TRK_03793,ART_0372,VU,Amazon Music,2026-04-27,34000,0.339,0.754
STR_000288,TRK_05220,ART_0063,ZM,Apple Music,2023-10-25,67000,0.182,0.75
STR_000289,TRK_02915,ART_0141,GA,Amazon Music,2025-07-30,198000,0.36,0.855
STR_000290,TRK_02068,ART_0527,LC,YouTube Music,2026-04-27,111000,0.218,0.907
STR_000291,TRK_04538,ART_0407,SN,Amazon Music,2019-09-07,115000,0.279,0.778
STR_000292,TRK_00687,ART_0146,DO,Spotify,2018-08-28,34000,0.343,0.863
STR_000293,TRK_03933,ART_0355,BJ,Amazon Music,2026-03-24,835000,0.354,0.857
STR_000294,TRK_01226,ART_0657,CN,Spotify,2021-03-06,109000,0.246,0.593
STR_000295,TRK_05237,ART_0437,AE,Spotify,2024-08-04,46000,0.12,0.901
STR_000296,TRK_05923,ART_0377,DZ,Apple Music,2025-08-22,434999,0.288,0.869
STR_000297,TRK_05188,ART_0026,BY,Apple Music,2025-04-16,61000,0.394,0.471
STR_000298,TRK_04256,ART_0688,BB,Spotify,2026-04-27,51000,0.197,0.856
STR_000299,TRK_00129,ART_0311,BY,Amazon Music,2025-05-25,804000,0.025,0.938
STR_000300,TRK_02607,ART_0284,ML,Spotify,2025-12-15,53000,0.077,0.812
STR_000301,TRK_02771,ART_0226,TW,YouTube Music,2026-04-27,62000,0.331,0.809
