collab_id,track_id,primary_artist_id,featured_artist_id,collab_type
COL_0092,TRK_03135,ART_0283,ART_0082,Producer
COL_0093,TRK_02358,ART_0402,ART_0367,Featured
COL_0094,TRK_03944,ART_0407,ART_0234,Featured
COL_0095,TRK_02099,ART_0309,ART_0582,Featured
COL_0096,TRK_02133,ART_0437,ART_0470,Remix
COL_0097,TRK_02898,ART_0217,ART_0053,Remix
COL_0098,TRK_02083,ART_0648,ART_0108,Featured
COL_0099,TRK_05810,ART_0071,ART_0446,Remix
COL_0100,TRK_01039,ART_0673,ART_0067,Featured
COL_0101,TRK_01546,ART_0217,ART_0539,Remix
COL_0102,TRK_01158,ART_0110,ART_0664,Featured
COL_0103,TRK_05187,ART_0272,ART_0036,Featured
COL_0104,TRK_03857,ART_0438,ART_0529,Featured
COL_0105,TRK_01122,ART_0465,ART_0037,Featured
COL_0106,TRK_03037,ART_0319,ART_0071,Producer
COL_0107,TRK_01122,ART_0465,ART_0033,Featured
COL_0108,TRK_03341,ART_0222,ART_0303,Featured
COL_0109,TRK_04952,ART_0370,ART_0295,Featured
COL_0110,TRK_05597,ART_0399,ART_0557,Featured
COL_0111,TRK_04377,ART_0413,ART_0692,Featured
COL_0112,TRK_03623,ART_0160,ART_0203,Featured
COL_0113,TRK_02484,ART_0335,ART_0598,Featured
COL_0114,TRK_04462,ART_0150,ART_0222,Remix
COL_0115,TRK_04746,ART_0649,ART_0602,Remix
COL_0116,TRK_05914,ART_0103,ART_0342,Featured
COL_0117,TRK_04687,ART_0542,ART_0518,Featured
COL_0118,TRK_00688,ART_0098,ART_0550,Featured
COL_0119,TRK_05670,ART_0387,ART_0177,Featured
COL_0120,TRK_04034,ART_0415,ART_0554,Featured
COL_0121,TRK_01109,ART_0113,ART_0324,Featured
COL_0122,TRK_04453,ART_0590,ART_0264,Featured
COL_0123,TRK_03810,ART_0481,ART_0203,Producer
COL_0124,TRK_03883,ART_0460,ART_0046,Featured
COL_0125,TRK_00876,ART_0166,ART_0516,Featured
COL_0126,TRK_01036,ART_0564,ART_0355,Featured
COL_0127,TRK_03823,ART_0437,ART_0438,Featured
COL_0128,TRK_05417,ART_0236,ART_0065,Producer
COL_0129,TRK_00226,ART_0267,ART_0496,Remix
COL_0130,TRK_03913,ART_0577,ART_0129,Featured
COL_0131,TRK_04968,ART_0356,ART_0378,Featured
COL_0132,TRK_02876,ART_0590,ART_0292,Featured
COL_0133,TRK_04040,ART_0537,ART_0543,Remix
COL_0134,TRK_00401,ART_0419,ART_0677,Remix
COL_0135,TRK_04216,ART_0028,ART_0462,Featured
COL_0136,TRK_03739,ART_0011,ART_0226,Featured
COL_0137,TRK_01148,ART_0603,ART_0317,Featured
COL_0138,TRK_02775,ART_0237,ART_0689,Remix
COL_0139,TRK_01503,ART_0129,ART_0137,Featured
COL_0140,TRK_05024,ART_0063,ART_0086,Remix
COL_0141,TRK_02720,ART_0682,ART_0209,Producer
COL_0142,TRK_03604,ART_0109,ART_0148,Featured
COL_0143,TRK_04136,ART_0295,ART_0321,Featured
COL_0144,TRK_00353,ART_0690,ART_0433,Remix
COL_0145,TRK_05728,ART_0138,ART_0177,Featured
COL_0146,TRK_05878,ART_0368,ART_0028,Featured
COL_0147,TRK_03388,ART_0146,ART_0028,Featured
COL_0148,TRK_04510,ART_0615,ART_0489,Featured
COL_0149,TRK_02389,ART_0372,ART_0513,Featured
COL_0150,TRK_00129,ART_0311,ART_0214,Featured
COL_0151,TRK_05378,ART_0437,ART_0429,Producer
COL_0152,TRK_03947,ART_0437,ART_0415,Featured
COL_0153,TRK_03928,ART_0284,ART_0036,Featured
COL_0154,TRK_04810,ART_0503,ART_0663,Remix
COL_0155,TRK_00153,ART_0648,ART_0011,Producer
COL_0156,TRK_04135,ART_0467,ART_0427,Featured
COL_0157,TRK_03826,ART_0132,ART_0606,Featured
COL_0158,TRK_04625,ART_0289,ART_0449,Remix
COL_0159,TRK_05916,ART_0621,ART_0386,Featured
COL_0160,TRK_05608,ART_0103,ART_0589,Featured
COL_0161,TRK_04552,ART_0625,ART_0672,Producer
COL_0162,TRK_00760,ART_0126,ART_0050,Featured
COL_0163,TRK_02262,ART_0154,ART_0031,Remix
COL_0164,TRK_02677,ART_0694,ART_0646,Featured
COL_0165,TRK_03087,ART_0581,ART_0363,Featured
COL_0166,TRK_03750,ART_0379,ART_0421,Featured
COL_0167,TRK_03018,ART_0590,ART_0138,Featured
COL_0168,TRK_05077,ART_0437,ART_0579,Featured
COL_0169,TRK_05053,ART_0500,ART_0187,Featured
COL_0170,TRK_04654,ART_0068,ART_0480,Remix
COL_0171,TRK_02260,ART_0616,ART_0698,Producer
COL_0172,TRK_04802,ART_0146,ART_0390,Remix
COL_0173,TRK_03921,ART_0407,ART_0386,Remix
COL_0174,TRK_04963,ART_0201,ART_0578,Featured
COL_0175,TRK_00782,ART_0109,ART_0553,Featured
COL_0176,TRK_01495,ART_0166,ART_0038,Featured
COL_0177,TRK_05489,ART_0300,ART_0072,Featured
COL_0178,TRK_01281,ART_0178,ART_0519,Featured
COL_0179,TRK_02692,ART_0490,ART_0377,Featured
COL_0180,TRK_05167,ART_0254,ART_0436,Featured
COL_0181,TRK_05677,ART_0399,ART_0298,Remix
COL_0182,TRK_01560,ART_0120,ART_0676,Featured
COL_0183,TRK_01710,ART_0643,ART_0220,Featured
COL_0184,TRK_03035,ART_0039,ART_0158,Featured
COL_0185,TRK_00344,ART_0112,ART_0034,Remix
COL_0186,TRK_01246,ART_0675,ART_0011,Featured
COL_0187,TRK_00698,ART_0462,ART_0006,Featured
COL_0188,TRK_03073,ART_0146,ART_0263,Featured
COL_0189,TRK_05485,ART_0631,ART_0327,Featured
COL_0190,TRK_00060,ART_0626,ART_0029,Featured
COL_0191,TRK_03522,ART_0254,ART_0559,Featured
COL_0192,TRK_04902,ART_0013,ART_0369,Producer
COL_0193,TRK_00500,ART_0426,ART_0320,Featured
COL_0194,TRK_01893,ART_0270,ART_0037,Featured
COL_0195,TRK_01692,ART_0611,ART_0381,Featured
COL_0196,TRK_04528,ART_0437,ART_0379,Featured
COL_0197,TRK_04367,ART_0682,ART_0196,Producer
COL_0198,TRK_00752,ART_0413,ART_0456,Featured
COL_0199,TRK_00782,ART_0109,ART_0665,Featured
COL_0200,TRK_04810,ART_0503,ART_0136,Producer
COL_0201,TRK_04397,ART_0064,ART_0439,Remix
COL_0202,TRK_03959,ART_0640,ART_0365,Featured
COL_0203,TRK_02159,ART_0019,ART_0095,Featured
COL_0204,TRK_04309,ART_0255,ART_0338,Remix
COL_0205,TRK_03308,ART_0436,ART_0323,Featured
COL_0206,TRK_05290,ART_0132,ART_0234,Remix
COL_0207,TRK_05145,ART_0100,ART_0568,Featured
COL_0208,TRK_05887,ART_0371,ART_0080,Featured
COL_0209,TRK_03250,ART_0680,ART_0570,Featured
COL_0210,TRK_02683,ART_0435,ART_0311,Featured
COL_0211,TRK_01539,ART_0447,ART_0304,Remix
COL_0212,TRK_04078,ART_0581,ART_0266,Featured
COL_0213,TRK_02298,ART_0352,ART_0057,Featured
COL_0214,TRK_03797,ART_0347,ART_0564,Remix
COL_0215,TRK_01998,ART_0591,ART_0587,Featured
COL_0216,TRK_03694,ART_0605,ART_0314,Featured
COL_0217,TRK_00622,ART_0473,ART_0343,Featured
COL_0218,TRK_01074,ART_0282,ART_0025,Featured
COL_0219,TRK_00940,ART_0347,ART_0170,Featured
COL_0220,TRK_03925,ART_0160,ART_0413,Featured
COL_0221,TRK_00930,ART_0564,ART_0676,Featured
COL_0222,TRK_00466,ART_0022,ART_0244,Featured
COL_0223,TRK_00667,ART_0437,ART_0527,Featured
COL_0224,TRK_02463,ART_0586,ART_0625,Featured
COL_0225,TRK_02490,ART_0621,ART_0438,Featured
COL_0226,TRK_05290,ART_0132,ART_0694,Featured
COL_0227,TRK_02717,ART_0212,ART_0392,Featured
COL_0228,TRK_00764,ART_0515,ART_0567,Remix
COL_0229,TRK_00772,ART_0211,ART_0667,Remix
COL_0230,TRK_04960,ART_0412,ART_0043,Featured
COL_0231,TRK_03839,ART_0549,ART_0345,Featured
COL_0232,TRK_00115,ART_0133,ART_0410,Featured
COL_0233,TRK_01163,ART_0064,ART_0257,Featured
COL_0234,TRK_04538,ART_0407,ART_0531,Producer
COL_0235,TRK_03693,ART_0007,ART_0265,Remix
COL_0236,TRK_01772,ART_0108,ART_0060,Featured
COL_0237,TRK_00812,ART_0442,ART_0436,Featured
COL_0238,TRK_05931,ART_0437,ART_0229,Remix
COL_0239,TRK_05241,ART_0347,ART_0049,Featured
COL_0240,TRK_02928,ART_0146,ART_0690,Producer
COL_0241,TRK_04846,ART_0609,ART_0299,Featured
COL_0242,TRK_04301,ART_0027,ART_0458,Featured
COL_0243,TRK_02585,ART_0155,ART_0529,Featured
COL_0244,TRK_04322,ART_0210,ART_0313,Featured
COL_0245,TRK_05507,ART_0482,ART_0700,Featured
COL_0246,TRK_01932,ART_0065,ART_0619,Producer
COL_0247,TRK_05956,ART_0229,ART_0309,Producer
COL_0248,TRK_01643,ART_0437,ART_0510,Remix
COL_0249,TRK_03415,ART_0255,ART_0316,Featured
COL_0250,TRK_00854,ART_0132,ART_0317,Featured
COL_0251,TRK_01338,ART_0198,ART_0033,Featured
COL_0252,TRK_04978,ART_0690,ART_0070,Featured
COL_0253,TRK_03964,ART_0001,ART_0578,Featured
COL_0254,TRK_03109,ART_0118,ART_0399,Producer
COL_0255,TRK_02030,ART_0647,ART_0327,Remix
COL_0256,TRK_02957,ART_0384,ART_0467,Featured
COL_0257,TRK_04337,ART_0319,ART_0535,Featured
COL_0258,TRK_05193,ART_0201,ART_0079,Featured
COL_0259,TRK_01619,ART_0323,ART_0635,Producer
COL_0260,TRK_01693,ART_0479,ART_0629,Remix
COL_0261,TRK_05022,ART_0164,ART_0214,Remix
COL_0262,TRK_00885,ART_0598,ART_0066,Featured
COL_0263,TRK_03918,ART_0404,ART_0210,Remix
COL_0264,TRK_05792,ART_0671,ART_0309,Featured
COL_0265,TRK_03340,ART_0359,ART_0462,Featured
COL_0266,TRK_04148,ART_0256,ART_0635,Featured
COL_0267,TRK_01221,ART_0185,ART_0087,Featured
COL_0268,TRK_01571,ART_0236,ART_0027,Remix
COL_0269,TRK_00475,ART_0106,ART_0086,Featured
COL_0270,TRK_03641,ART_0377,ART_0005,Featured
COL_0271,TRK_00372,ART_0460,ART_0226,Featured
COL_0272,TRK_01985,ART_0171,ART_0200,Featured
COL_0273,TRK_05478,ART_0655,ART_0643,Remix
COL_0274,TRK_03990,ART_0381,ART_0162,Remix
COL_0275,TRK_02719,ART_0065,ART_0552,Remix
COL_0276,TRK_02898,ART_0217,ART_0307,Featured
COL_0277,TRK_01572,ART_0442,ART_0484,Featured
COL_0278,TRK_04627,ART_0577,ART_0198,Featured
COL_0279,TRK_02758,ART_0242,ART_0023,Featured
COL_0280,TRK_04728,ART_0671,ART_0640,Remix
COL_0281,TRK_00970,ART_0438,ART_0651,Remix
COL_0282,TRK_04681,ART_0120,ART_0231,Featured
COL_0283,TRK_03478,ART_0347,ART_0409,Remix
COL_0284,TRK_02923,ART_0626,ART_0258,Featured
COL_0285,TRK_02071,ART_0088,ART_0018,Remix
COL_0286,TRK_01412,ART_0063,ART_0524,Featured
COL_0287,TRK_04588,ART_0295,ART_0222,Featured
COL_0288,TRK_03707,ART_0578,ART_0243,Featured
COL_0289,TRK_02438,ART_0181,ART_0087,Featured
COL_0290,TRK_04179,ART_0489,ART_0203,Featured
COL_0291,TRK_02663,ART_0267,ART_0464,Featured
COL_0292,TRK_05239,ART_0177,ART_0504,Featured
COL_0293,TRK_01206,ART_0437,ART_0036,Featured
COL_0294,TRK_00409,ART_0566,ART_0615,Producer
COL_0295,TRK_02347,ART_0697,ART_0690,Featured
COL_0296,TRK_00978,ART_0242,ART_0275,Featured
COL_0297,TRK_05190,ART_0132,ART_0350,Featured
COL_0298,TRK_05478,ART_0655,ART_0332,Featured
COL_0299,TRK_00380,ART_0437,ART_0542,Featured
COL_0300,TRK_01404,ART_0518,ART_0349,Featured
COL_0301,TRK_01354,ART_0124,ART_0680,Featured
COL_0302,TRK_02846,ART_0352,ART_0384,Remix
COL_0303,TRK_01881,ART_0176,ART_0199,Featured
COL_0304,TRK_04878,ART_0354,ART_0266,Featured
COL_0305,TRK_04974,ART_0457,ART_0003,Featured
COL_0306,TRK_01821,ART_0023,ART_0587,Remix
COL_0307,TRK_02348,ART_0023,ART_0697,Featured
COL_0308,TRK_03793,ART_0372,ART_0066,Featured
COL_0309,TRK_03300,ART_0413,ART_0130,Featured
COL_0310,TRK_05380,ART_0637,ART_0215,Featured
COL_0311,TRK_02982,ART_0201,ART_0079,Featured
COL_0312,TRK_00668,ART_0479,ART_0396,Featured
COL_0313,TRK_01162,ART_0047,ART_0657,Featured
COL_0314,TRK_00506,ART_0182,ART_0148,Featured
COL_0315,TRK_05086,ART_0381,ART_0068,Featured
COL_0316,TRK_04495,ART_0519,ART_0210,Remix
COL_0317,TRK_01413,ART_0041,ART_0551,Featured
COL_0318,TRK_01185,ART_0650,ART_0221,Featured
COL_0319,TRK_05479,ART_0022,ART_0155,Producer
COL_0320,TRK_02429,ART_0508,ART_0640,Featured
COL_0321,TRK_04371,ART_0189,ART_0253,Producer
COL_0322,TRK_04539,ART_0273,ART_0503,Featured
COL_0323,TRK_04398,ART_0516,ART_0481,Featured
COL_0324,TRK_03930,ART_0213,ART_0548,Remix
COL_0325,TRK_01029,ART_0344,ART_0688,Featured
COL_0326,TRK_00821,ART_0419,ART_0646,Featured
COL_0327,TRK_03847,ART_0344,ART_0669,Producer
COL_0328,TRK_05866,ART_0185,ART_0541,Remix
COL_0329,TRK_02676,ART_0110,ART_0520,Remix
COL_0330,TRK_00607,ART_0392,ART_0192,Featured
COL_0331,TRK_03895,ART_0433,ART_0666,Remix
COL_0332,TRK_02182,ART_0028,ART_0350,Remix
COL_0333,TRK_02784,ART_0341,ART_0324,Featured
COL_0334,TRK_05981,ART_0110,ART_0037,Featured
COL_0335,TRK_05903,ART_0639,ART_0300,Producer
COL_0336,TRK_04605,ART_0013,ART_0259,Remix
COL_0337,TRK_02072,ART_0222,ART_0099,Featured
COL_0338,TRK_05809,ART_0154,ART_0192,Remix
COL_0339,TRK_05189,ART_0611,ART_0145,Featured
COL_0340,TRK_05014,ART_0052,ART_0620,Featured
COL_0341,TRK_05826,ART_0437,ART_0048,Featured
COL_0342,TRK_02638,ART_0295,ART_0437,Featured
COL_0343,TRK_05866,ART_0185,ART_0134,Featured
COL_0344,TRK_01258,ART_0272,ART_0379,Featured
COL_0345,TRK_05461,ART_0691,ART_0202,Remix
COL_0346,TRK_01160,ART_0611,ART_0191,Featured
COL_0347,TRK_02118,ART_0219,ART_0180,Featured
COL_0348,TRK_05793,ART_0118,ART_0181,Featured
COL_0349,TRK_04955,ART_0089,ART_0347,Featured
COL_0350,TRK_05713,ART_0026,ART_0550,Producer
COL_0351,TRK_01986,ART_0118,ART_0087,Featured
COL_0352,TRK_01758,ART_0335,ART_0603,Producer
COL_0353,TRK_02174,ART_0389,ART_0672,Producer
COL_0354,TRK_04593,ART_0319,ART_0331,Remix
COL_0355,TRK_00560,ART_0350,ART_0023,Featured
COL_0356,TRK_02189,ART_0141,ART_0132,Featured
COL_0357,TRK_02253,ART_0427,ART_0273,Producer
COL_0358,TRK_04869,ART_0562,ART_0398,Remix
COL_0359,TRK_04888,ART_0341,ART_0641,Remix
COL_0360,TRK_02417,ART_0202,ART_0289,Featured
COL_0361,TRK_02654,ART_0118,ART_0534,Remix
COL_0362,TRK_03860,ART_0500,ART_0372,Featured
COL_0363,TRK_04377,ART_0413,ART_0558,Producer
COL_0364,TRK_05310,ART_0246,ART_0199,Featured
COL_0365,TRK_04568,ART_0108,ART_0462,Featured
COL_0366,TRK_04623,ART_0487,ART_0662,Remix
COL_0367,TRK_00156,ART_0698,ART_0039,Featured
COL_0368,TRK_01654,ART_0608,ART_0484,Producer
COL_0369,TRK_01774,ART_0010,ART_0110,Featured
COL_0370,TRK_04591,ART_0272,ART_0304,Featured
COL_0371,TRK_02724,ART_0195,ART_0411,Remix
COL_0372,TRK_00299,ART_0010,ART_0547,Producer
COL_0373,TRK_03312,ART_0413,ART_0213,Featured
COL_0374,TRK_03072,ART_0511,ART_0142,Featured
COL_0375,TRK_05625,ART_0185,ART_0608,Featured
COL_0376,TRK_03769,ART_0352,ART_0508,Featured
COL_0377,TRK_05333,ART_0469,ART_0067,Featured
COL_0378,TRK_02247,ART_0065,ART_0695,Remix
COL_0379,TRK_05874,ART_0379,ART_0295,Featured
COL_0380,TRK_02998,ART_0533,ART_0519,Featured
COL_0381,TRK_03405,ART_0354,ART_0528,Remix
COL_0382,TRK_03132,ART_0284,ART_0058,Featured
COL_0383,TRK_01879,ART_0283,ART_0006,Featured
COL_0384,TRK_00039,ART_0294,ART_0588,Featured
COL_0385,TRK_05913,ART_0405,ART_0018,Featured
COL_0386,TRK_00470,ART_0379,ART_0179,Featured
COL_0387,TRK_00715,ART_0151,ART_0236,Remix
COL_0388,TRK_01270,ART_0438,ART_0367,Producer
COL_0389,TRK_03021,ART_0381,ART_0111,Featured
COL_0390,TRK_00723,ART_0064,ART_0373,Featured
COL_0391,TRK_03504,ART_0563,ART_0685,Featured
COL_0392,TRK_03937,ART_0335,ART_0487,Featured
COL_0393,TRK_03639,ART_0307,ART_0530,Featured
COL_0394,TRK_02306,ART_0243,ART_0655,Featured
COL_0395,TRK_04854,ART_0396,ART_0184,Featured
COL_0396,TRK_02308,ART_0454,ART_0325,Featured
COL_0397,TRK_05749,ART_0611,ART_0021,Featured
COL_0398,TRK_05499,ART_0119,ART_0602,Remix
COL_0399,TRK_01826,ART_0117,ART_0425,Featured
COL_0400,TRK_00143,ART_0412,ART_0006,Featured
COL_0401,TRK_05390,ART_0483,ART_0377,Remix
COL_0402,TRK_05001,ART_0433,ART_0327,Featured
COL_0403,TRK_05414,ART_0279,ART_0166,Featured
COL_0404,TRK_05946,ART_0467,ART_0456,Producer
COL_0405,TRK_01757,ART_0448,ART_0447,Featured
COL_0406,TRK_03856,ART_0412,ART_0693,Featured
COL_0407,TRK_01604,ART_0483,ART_0230,Remix
COL_0408,TRK_00754,ART_0255,ART_0035,Remix
COL_0409,TRK_05700,ART_0379,ART_0647,Featured
COL_0410,TRK_05921,ART_0395,ART_0420,Featured
COL_0411,TRK_01325,ART_0141,ART_0375,Featured
COL_0412,TRK_05810,ART_0071,ART_0457,Featured
COL_0413,TRK_04125,ART_0176,ART_0663,Featured
COL_0414,TRK_04509,ART_0567,ART_0574,Featured
COL_0415,TRK_00114,ART_0661,ART_0507,Featured
COL_0416,TRK_03034,ART_0442,ART_0339,Featured
COL_0417,TRK_01958,ART_0260,ART_0123,Featured
COL_0418,TRK_04160,ART_0008,ART_0264,Featured
COL_0419,TRK_00968,ART_0203,ART_0609,Featured
COL_0420,TRK_05406,ART_0555,ART_0544,Featured
COL_0421,TRK_05746,ART_0611,ART_0657,Featured
COL_0422,TRK_03453,ART_0161,ART_0643,Remix
COL_0423,TRK_00011,ART_0020,ART_0103,Featured
COL_0424,TRK_04229,ART_0437,ART_0379,Remix
COL_0425,TRK_03043,ART_0289,ART_0477,Featured
COL_0426,TRK_00917,ART_0347,ART_0350,Featured
COL_0427,TRK_04119,ART_0593,ART_0325,Featured
COL_0428,TRK_03239,ART_0101,ART_0272,Featured
COL_0429,TRK_04239,ART_0419,ART_0606,Featured
COL_0430,TRK_00090,ART_0437,ART_0538,Featured
COL_0431,TRK_04123,ART_0392,ART_0226,Producer
COL_0432,TRK_01981,ART_0381,ART_0473,Featured
COL_0433,TRK_02956,ART_0369,ART_0686,Remix
COL_0434,TRK_00270,ART_0097,ART_0256,Remix
COL_0435,TRK_02760,ART_0129,ART_0053,Remix
COL_0436,TRK_02242,ART_0219,ART_0479,Featured
COL_0437,TRK_02495,ART_0210,ART_0382,Featured
COL_0438,TRK_03172,ART_0097,ART_0260,Featured
COL_0439,TRK_03181,ART_0229,ART_0053,Producer
COL_0440,TRK_04882,ART_0166,ART_0608,Featured
COL_0441,TRK_02118,ART_0219,ART_0236,Featured
COL_0442,TRK_00092,ART_0202,ART_0104,Remix
COL_0443,TRK_01461,ART_0626,ART_0409,Featured
COL_0444,TRK_00451,ART_0502,ART_0007,Featured
COL_0445,TRK_00223,ART_0126,ART_0389,Featured
COL_0446,TRK_04422,ART_0298,ART_0653,Featured
COL_0447,TRK_00796,ART_0076,ART_0108,Featured
COL_0448,TRK_00054,ART_0577,ART_0284,Featured
COL_0449,TRK_04133,ART_0575,ART_0255,Featured
COL_0450,TRK_04267,ART_0622,ART_0370,Featured
COL_0451,TRK_02621,ART_0117,ART_0161,Producer
COL_0452,TRK_04039,ART_0031,ART_0581,Producer
COL_0453,TRK_00371,ART_0492,ART_0052,Producer
COL_0454,TRK_03755,ART_0098,ART_0190,Featured
COL_0455,TRK_02025,ART_0418,ART_0093,Producer
COL_0456,TRK_03034,ART_0442,ART_0143,Featured
COL_0457,TRK_00565,ART_0142,ART_0453,Producer
COL_0458,TRK_05836,ART_0154,ART_0011,Featured
COL_0459,TRK_03665,ART_0584,ART_0141,Producer
COL_0460,TRK_05628,ART_0511,ART_0097,Producer
COL_0461,TRK_00777,ART_0665,ART_0645,Producer
COL_0462,TRK_03437,ART_0568,ART_0083,Featured
COL_0463,TRK_00011,ART_0020,ART_0341,Remix
COL_0464,TRK_05876,ART_0099,ART_0595,Featured
COL_0465,TRK_05008,ART_0283,ART_0401,Remix
COL_0466,TRK_03965,ART_0479,ART_0144,Featured
COL_0467,TRK_01332,ART_0646,ART_0654,Featured
COL_0468,TRK_05920,ART_0220,ART_0102,Producer
COL_0469,TRK_01766,ART_0441,ART_0174,Featured
COL_0470,TRK_01046,ART_0219,ART_0623,Remix
COL_0471,TRK_02974,ART_0098,ART_0112,Featured
COL_0472,TRK_01902,ART_0304,ART_0587,Remix
COL_0473,TRK_04720,ART_0142,ART_0302,Producer
COL_0474,TRK_00047,ART_0163,ART_0619,Featured
COL_0475,TRK_05839,ART_0230,ART_0448,Remix
COL_0476,TRK_03326,ART_0154,ART_0458,Producer
COL_0477,TRK_03007,ART_0023,ART_0695,Remix
COL_0478,TRK_01111,ART_0607,ART_0016,Featured
COL_0479,TRK_05048,ART_0437,ART_0359,Remix
COL_0480,TRK_04501,ART_0611,ART_0120,Producer
