royalty_id,track_id,artist_id,label_id,quarter,streams_credited,rate_per_stream,total_payout_usd
72,19,19,23,2019-Q4,793639,0.0055,4365.01
73,20,20,14,2024-Q4,900976,0.0049,4414.78
74,20,20,14,2021-Q1,870808,0.0049,4266.96
75,20,20,14,2022-Q3,379511,0.0049,1859.6
76,21,21,10,2022-Q1,108594,0.0049,532.11
77,21,21,10,2021-Q4,68248,0.0049,334.42
78,21,21,10,2023-Q2,106077,0.0049,519.78
79,22,22,14,2015-Q2,91755,0.0049,449.6
80,22,22,14,2016-Q4,108153,0.0049,529.95
81,22,22,14,2017-Q1,69207,0.0049,339.11
82,22,22,14,2021-Q2,86311,0.0049,422.92
83,22,22,14,2020-Q4,110170,0.0049,539.83
84,22,22,14,2019-Q4,140137,0.0049,686.67
85,23,23,10,2016-Q3,77072,0.0049,377.65
86,23,23,10,2019-Q1,101932,0.0049,499.47
87,24,24,15,2022-Q2,100026,0.0046,460.12
88,24,24,15,2024-Q1,101901,0.0046,468.74
89,24,24,15,2020-Q1,83491,0.0046,384.06
90,24,24,15,2021-Q2,89462,0.0046,411.53
91,24,24,15,2023-Q3,131259,0.0046,603.79
92,25,25,10,2020-Q2,95556,0.0049,468.22
93,25,25,10,2017-Q1,77686,0.0049,380.66
94,25,25,10,2018-Q4,92463,0.0049,453.07
95,25,25,10,2017-Q4,147787,0.0049,724.16
96,25,25,10,2022-Q3,97246,0.0049,476.51
97,26,26,8,2022-Q1,16531,0.0032,52.9
98,26,26,8,2023-Q4,12811,0.0032,41.0
99,26,26,8,2024-Q2,16942,0.0032,54.21
100,26,26,8,2024-Q3,16225,0.0032,51.92
101,26,26,8,2022-Q2,11669,0.0032,37.34
102,27,27,15,2018-Q3,87413,0.0046,402.1
103,27,27,15,2022-Q2,135987,0.0046,625.54
104,27,27,15,2020-Q4,106384,0.0046,489.37
105,28,28,5,2017-Q1,8609,0.0057,49.07
106,28,28,5,2019-Q1,11440,0.0057,65.21
107,28,28,5,2024-Q2,4258,0.0057,24.27
108,29,29,2,2022-Q2,474472,0.0038,1802.99
109,29,29,2,2021-Q3,841618,0.0038,3198.15
110,29,29,2,2024-Q4,944722,0.0038,3589.94
111,29,29,2,2021-Q2,1047559,0.0038,3980.72
112,29,29,2,2024-Q2,528428,0.0038,2008.03
113,30,30,18,2024-Q3,60456,0.0046,278.1
114,30,30,18,2024-Q4,80371,0.0046,369.71
115,30,30,18,2023-Q2,107399,0.0046,494.04
116,31,31,29,2020-Q4,141579,0.0068,962.74
117,31,31,29,2024-Q2,33102,0.0068,225.09
118,31,31,29,2019-Q2,52247,0.0068,355.28
119,31,31,29,2022-Q2,87331,0.0068,593.85
120,31,31,29,2020-Q3,104942,0.0068,713.61
121,31,31,29,2021-Q1,107775,0.0068,732.87
122,32,32,25,2024-Q1,18800,0.0051,95.88
123,32,32,25,2024-Q4,12512,0.0051,63.81
124,32,32,25,2024-Q3,6822,0.0051,34.79
125,32,32,25,2024-Q2,18128,0.0051,92.45
126,33,33,8,2023-Q2,14739,0.0032,47.16
127,33,33,8,2024-Q2,11335,0.0032,36.27
128,33,33,8,2023-Q4,7480,0.0032,23.94
129,33,33,8,2024-Q3,14906,0.0032,47.7
130,33,33,8,2023-Q1,7023,0.0032,22.47
131,34,34,8,2024-Q1,88204,0.0032,282.25
132,34,34,8,2022-Q1,89140,0.0032,285.25
133,34,34,8,2022-Q4,50071,0.0032,160.23
134,34,34,8,2023-Q4,127791,0.0032,408.93
135,34,34,8,2024-Q2,108081,0.0032,345.86
136,34,34,8,2022-Q3,76935,0.0032,246.19
137,35,35,18,2021-Q3,46817,0.0046,215.36
138,35,35,18,2016-Q4,79798,0.0046,367.07
139,35,35,18,2024-Q1,143901,0.0046,661.94
140,36,36,29,2024-Q4,80506,0.0068,547.44
141,36,36,29,2024-Q2,81538,0.0068,554.46
142,37,37,10,2021-Q3,533390,0.0049,2613.61
143,37,37,10,2021-Q1,951215,0.0049,4660.95
144,37,37,10,2021-Q2,952658,0.0049,4668.02
145,37,37,10,2024-Q3,842292,0.0049,4127.23
146,38,38,16,2020-Q4,49387,0.0032,158.04
147,38,38,16,2021-Q2,121292,0.0032,388.13
148,38,38,16,2021-Q4,130894,0.0032,418.86
149,39,39,22,2020-Q4,105021,0.005,525.11
150,39,39,22,2016-Q4,73112,0.005,365.56
151,39,39,22,2015-Q2,56322,0.005,281.61
152,39,39,22,2023-Q2,96256,0.005,481.28
153,39,39,22,2017-Q1,78067,0.005,390.34
154,39,39,22,2018-Q3,100,0.005,0.5
155,40,40,30,2022-Q4,67554,0.0052,351.28
156,40,40,30,2016-Q1,78486,0.0052,408.13
157,41,41,28,2020-Q2,13078,0.0036,47.08
158,41,41,28,2024-Q3,8564,0.0036,30.83
159,41,41,28,2021-Q3,15679,0.0036,56.44
160,41,41,28,2022-Q3,11593,0.0036,41.73
161,41,41,28,2019-Q1,15526,0.0036,55.89
162,42,42,15,2019-Q2,78747,0.0046,362.24
163,42,42,15,2019-Q4,96209,0.0046,442.56
164,42,42,15,2020-Q1,124232,0.0046,571.47
165,43,43,27,2021-Q4,104155,0.0079,822.82
166,43,43,27,2019-Q4,42090,0.0079,332.51
167,43,43,27,2019-Q2,81008,0.0079,639.96
168,43,43,27,2023-Q3,62235,0.0079,491.66
169,44,44,21,2020-Q2,7230,0.0067,48.44
170,44,44,21,2022-Q4,20737,0.0067,138.94
171,44,44,21,2021-Q3,15308,0.0067,102.56
172,44,44,21,2021-Q4,8137,0.0067,54.52
173,45,45,8,2022-Q3,1014098,0.0032,3245.11
174,45,45,8,2023-Q4,549493,0.0032,1758.38
175,45,45,8,2022-Q2,430988,0.0032,1379.16
176,45,45,8,2024-Q2,615240,0.0032,1968.77
177,46,46,25,2016-Q1,17263,0.0051,88.04
178,46,46,25,2020-Q2,14485,0.0051,73.87
179,46,46,25,2020-Q1,7607,0.0051,38.8
180,47,47,30,2018-Q3,76964,0.0052,400.21
181,47,47,30,2023-Q2,121158,0.0052,630.02
182,47,47,30,2023-Q1,60468,0.0052,314.43
183,47,47,30,2019-Q2,106004,0.0052,551.22
184,47,47,30,2020-Q2,130117,0.0052,676.61
185,48,48,19,2024-Q4,24564,0.0076,186.69
186,48,48,19,2016-Q3,15083,0.0076,114.63
187,48,48,19,2018-Q1,18916,0.0076,143.76
188,48,48,19,2020-Q3,18098,0.0076,137.54
189,49,49,12,2022-Q4,835681,0.0064,5348.36
190,49,49,12,2015-Q4,782834,0.0064,5010.14
191,49,49,12,2016-Q4,607567,0.0064,3888.43
192,50,50,28,2020-Q2,52527,0.0036,189.1
193,50,50,28,2016-Q3,105034,0.0036,378.12
194,51,51,14,2023-Q3,8866,0.0049,43.44
195,51,51,14,2024-Q1,8982,0.0049,44.01
196,52,52,14,2024-Q3,19351,0.0049,94.82
197,52,52,14,2024-Q1,21647,0.0049,106.07
198,53,53,29,2024-Q2,61257,0.0068,416.55
199,53,53,29,2019-Q1,98638,0.0068,670.74
200,54,54,1,2017-Q1,57525,0.0038,218.59
201,54,54,1,2021-Q4,83325,0.0038,316.63
202,54,54,1,2022-Q2,102127,0.0038,388.08
203,54,54,1,2019-Q2,87762,0.0038,333.5
204,54,54,1,2018-Q3,91176,0.0038,346.47
205,55,55,11,2021-Q4,60521,0.0048,290.5
206,55,55,11,2024-Q3,75426,0.0048,362.04
207,55,55,11,2018-Q2,131604,0.0048,631.7
208,55,55,11,2024-Q4,57437,0.0048,275.7
209,55,55,11,2023-Q4,36126,0.0048,173.4
210,55,55,11,2015-Q4,93710,0.0048,449.81
211,56,56,3,2024-Q3,10426,0.0049,51.09
212,56,56,3,2020-Q1,17217,0.0049,84.36
213,56,56,3,2016-Q1,20150,0.0049,98.73
214,56,56,3,2018-Q3,17863,0.0049,87.53
215,57,57,21,2021-Q1,62947,0.0067,421.74
216,57,57,21,2022-Q3,82709,0.0067,554.15
217,57,57,21,2021-Q2,95354,0.0067,638.87
218,57,57,21,2020-Q1,41776,0.0067,279.9
219,57,57,21,2018-Q1,58702,0.0067,393.3
220,58,58,23,2024-Q3,14705,0.0055,80.88
221,58,58,23,2024-Q1,14294,0.0055,78.62
222,58,58,23,2024-Q2,10581,0.0055,58.2
223,58,58,23,2024-Q4,14981,0.0055,82.4
224,59,59,12,2024-Q3,41158,0.0064,263.41
225,59,59,12,2024-Q4,99278,0.0064,635.38
226,59,59,12,2024-Q1,107603,0.0064,688.66
227,59,59,12,2024-Q2,97793,0.0064,625.88
228,60,60,10,2016-Q1,13300,0.0049,65.17
229,60,60,10,2023-Q1,8669,0.0049,42.48
230,60,60,10,2017-Q1,15193,0.0049,74.45
231,60,60,10,2017-Q3,23298,0.0049,114.16
232,60,60,10,2024-Q1,13246,0.0049,64.91
233,61,61,25,2024-Q4,137102,0.0051,699.22
234,61,61,25,2024-Q3,98251,0.0051,501.08
235,61,61,25,2024-Q1,78838,0.0051,402.07
236,62,62,20,2024-Q2,58007,0.0037,214.63
237,62,62,20,2024-Q4,99534,0.0037,368.28
238,62,62,20,2024-Q1,67155,0.0037,248.47
239,62,62,20,2024-Q3,124763,0.0037,461.62
240,63,63,10,2022-Q2,333926,0.0049,1636.24
241,63,63,10,2020-Q1,561385,0.0049,2750.79
242,63,63,10,2018-Q4,1107964,0.0049,5429.02
243,63,63,10,2021-Q1,742254,0.0049,3637.04
244,63,63,10,2024-Q4,1040653,0.0049,5099.2
245,63,63,10,2022-Q4,637544,0.0049,3123.97
246,64,64,23,2024-Q3,9809,0.0055,53.95
247,64,64,23,2022-Q3,25572,0.0055,140.65
248,64,64,23,2019-Q2,14297,0.0055,78.63
249,64,64,23,2017-Q1,11982,0.0055,65.9
250,64,64,23,2024-Q1,12778,0.0055,70.28
251,65,65,16,2024-Q4,11396,0.0032,36.47
252,65,65,16,2023-Q3,13434,0.0032,42.99
253,65,65,16,2023-Q1,20787,0.0032,66.52
254,65,65,16,2023-Q4,16419,0.0032,52.54
255,65,65,16,2024-Q1,9511,0.0032,30.44
256,66,66,27,2019-Q3,75112,0.0079,593.38
257,66,66,27,2016-Q3,123446,0.0079,975.22
258,66,66,27,2022-Q4,58828,0.0079,464.74
259,67,67,5,2017-Q4,80203,0.0057,457.16
260,67,67,5,2019-Q2,85935,0.0057,489.83
261,67,67,5,2021-Q1,114660,0.0057,653.56
262,67,67,5,2016-Q2,63179,0.0057,360.12
263,67,67,5,2024-Q1,135050,0.0057,769.79
264,67,67,5,2024-Q2,109053,0.0057,621.6
265,68,68,20,2021-Q4,67667,0.0037,250.37
266,68,68,20,2019-Q2,74035,0.0037,273.93
267,68,68,20,2022-Q2,105807,0.0037,391.49
268,68,68,20,2023-Q1,98554,0.0037,364.65
269,68,68,20,2023-Q3,103633,0.0037,383.44
270,68,68,20,2017-Q3,80214,0.0037,296.79
271,69,69,10,2021-Q4,8657,0.0049,42.42
272,69,69,10,2023-Q1,12944,0.0049,63.43
273,70,70,25,2018-Q2,71939,0.0051,366.89
274,70,70,25,2024-Q1,136058,0.0051,693.9
275,70,70,25,2022-Q3,145258,0.0051,740.82
276,70,70,25,2019-Q1,90215,0.0051,460.1
277,70,70,25,2019-Q3,123801,0.0051,631.39
278,71,71,18,2021-Q1,99544,0.0046,457.9
279,71,71,18,2023-Q2,138964,0.0046,639.23
280,71,71,18,2016-Q2,81122,0.0046,373.16
281,71,71,18,2016-Q4,65517,0.0046,301.38
282,71,71,18,2016-Q3,105381,0.0046,484.75
283,71,71,18,2022-Q3,99545,0.0046,457.91
284,72,72,10,2022-Q4,62043,0.0049,304.01
285,72,72,10,2023-Q1,65538,0.0049,321.14
286,72,72,10,2023-Q2,113942,0.0049,558.32
287,72,72,10,2022-Q1,88422,0.0049,433.27
288,73,73,22,2020-Q1,94736,0.005,473.68
289,73,73,22,2019-Q2,98743,0.005,493.72
290,73,73,22,2021-Q1,108776,0.005,543.88
291,73,73,22,2021-Q3,108456,0.005,542.28
292,73,73,22,2022-Q1,91163,0.005,455.81
293,73,73,22,2021-Q4,116622,0.005,583.11
294,74,74,8,2023-Q2,101228,0.0032,323.93
295,74,74,8,2023-Q4,98621,0.0032,315.59
296,74,74,8,2024-Q3,59599,0.0032,190.72
297,74,74,8,2023-Q3,86124,0.0032,275.6
298,74,74,8,2024-Q1,116578,0.0032,373.05
299,75,75,20,2022-Q1,102913,0.0037,380.78
300,75,75,20,2020-Q4,63535,0.0037,235.08
301,75,75,20,2021-Q4,124097,0.0037,459.16
302,75,75,20,2022-Q4,119407,0.0037,441.81
303,75,75,20,2021-Q3,73998,0.0037,273.79
304,75,75,20,2024-Q3,65086,0.0037,240.82
305,76,76,9,2023-Q1,97815,0.0079,772.74
306,76,76,9,2019-Q1,98214,0.0079,775.89
307,76,76,9,2019-Q3,46925,0.0079,370.71
308,76,76,9,2022-Q4,110648,0.0079,874.12
309,76,76,9,2023-Q4,112485,0.0079,888.63
310,76,76,9,2019-Q4,88100,0.0079,695.99
311,77,77,29,2024-Q2,15910,0.0068,108.19
312,77,77,29,2022-Q2,14285,0.0068,97.14
313,77,77,29,2016-Q3,10759,0.0068,73.16
314,78,78,25,2017-Q2,136251,0.0051,694.88
315,78,78,25,2024-Q3,87072,0.0051,444.07
316,78,78,25,2016-Q3,67402,0.0051,343.75
317,78,78,25,2021-Q2,88560,0.0051,451.66
318,78,78,25,2021-Q3,64605,0.0051,329.49
319,79,79,30,2024-Q1,10546,0.0052,54.84
320,79,79,30,2023-Q4,14992,0.0052,77.96
321,80,80,16,2023-Q3,102568,0.0032,328.22
322,80,80,16,2022-Q2,74063,0.0032,237.0
323,80,80,16,2021-Q4,83619,0.0032,267.58
324,81,81,11,2023-Q1,47569,0.0048,228.33
325,81,81,11,2015-Q4,104319,0.0048,500.73
326,81,81,11,2023-Q2,104150,0.0048,499.92
327,81,81,11,2024-Q4,55348,0.0048,265.67
328,81,81,11,2019-Q2,67924,0.0048,326.04
329,82,82,15,2015-Q2,17876,0.0046,82.23
330,82,82,15,2024-Q4,19009,0.0046,87.44
331,83,83,27,2022-Q4,112896,0.0079,891.88
332,83,83,27,2021-Q1,50307,0.0079,397.43
333,83,83,27,2023-Q3,96789,0.0079,764.63
334,83,83,27,2022-Q3,76769,0.0079,606.48
335,83,83,27,2021-Q3,103060,0.0079,814.17
336,84,84,12,2024-Q2,13357,0.0064,85.48
337,84,84,12,2023-Q3,9975,0.0064,63.84
338,84,84,12,2023-Q1,9262,0.0064,59.28
339,84,84,12,2022-Q3,19161,0.0064,122.63
340,84,84,12,2022-Q1,14682,0.0064,93.96
341,85,85,30,2020-Q3,15482,0.0052,80.51
342,85,85,30,2018-Q1,11172,0.0052,58.09
343,85,85,30,2021-Q4,18373,0.0052,95.54
344,86,86,23,2018-Q3,19760,0.0055,108.68
345,86,86,23,2019-Q4,14946,0.0055,82.2
346,86,86,23,2017-Q2,10877,0.0055,59.82
347,87,87,8,2018-Q1,75079,0.0032,240.25
348,87,87,8,2021-Q4,76288,0.0032,244.12
349,87,87,8,2017-Q2,120873,0.0032,386.79
350,87,87,8,2018-Q2,77990,0.0032,249.57
351,87,87,8,2016-Q1,83817,0.0032,268.21
352,88,88,23,2023-Q4,9828,0.0055,54.05
353,88,88,23,2023-Q3,10343,0.0055,56.89
354,88,88,23,2024-Q2,19812,0.0055,108.97
355,88,88,23,2024-Q3,7574,0.0055,41.66
356,89,89,13,2022-Q1,76249,0.0039,297.37
357,89,89,13,2020-Q2,90765,0.0039,353.98
358,90,90,25,2024-Q3,16238,0.0051,82.81
359,90,90,25,2019-Q3,15632,0.0051,79.72
360,91,91,24,2022-Q1,110102,0.0038,418.39
361,91,91,24,2020-Q2,106646,0.0038,405.25
362,92,92,18,2023-Q3,15288,0.0046,70.32
363,92,92,18,2024-Q3,9546,0.0046,43.91
364,92,92,18,2024-Q4,16737,0.0046,76.99
365,93,93,15,2020-Q1,80605,0.0046,370.78
366,93,93,15,2020-Q3,87903,0.0046,404.35
367,93,93,15,2021-Q2,81991,0.0046,377.16
368,93,93,15,2022-Q1,77236,0.0046,355.29
369,93,93,15,2018-Q3,137346,0.0046,631.79
370,94,94,2,2024-Q3,127638,0.0038,485.02
371,94,94,2,2022-Q2,82033,0.0038,311.73
372,94,94,2,2023-Q3,87354,0.0038,331.95
373,94,94,2,2023-Q4,124491,0.0038,473.07
374,94,94,2,2023-Q1,77620,0.0038,294.96
375,94,94,2,2024-Q1,46169,0.0038,175.44
376,95,95,2,2024-Q3,19052,0.0038,72.4
377,95,95,2,2024-Q4,13705,0.0038,52.08
378,95,95,2,2024-Q2,21943,0.0038,83.38
379,95,95,2,2024-Q1,21214,0.0038,80.61
380,96,96,4,2020-Q1,14658,0.006,87.95
381,96,96,4,2020-Q3,19538,0.006,117.23
382,96,96,4,2020-Q2,10434,0.006,62.6
383,96,96,4,2022-Q3,20310,0.006,121.86
384,97,97,16,2015-Q4,20080,0.0032,64.26
385,97,97,16,2018-Q1,10595,0.0032,33.9
386,97,97,16,2021-Q3,16077,0.0032,51.45
387,97,97,16,2017-Q4,12299,0.0032,39.36
388,98,98,13,2024-Q2,47069,0.0039,183.57
389,98,98,13,2023-Q2,118914,0.0039,463.76
390,98,98,13,2023-Q1,80335,0.0039,313.31
391,98,98,13,2024-Q3,59573,0.0039,232.33
392,98,98,13,2023-Q4,99836,0.0039,389.36
393,99,99,21,2024-Q3,19758,0.0067,132.38
394,99,99,21,2021-Q4,18414,0.0067,123.37
395,99,99,21,2021-Q2,19151,0.0067,128.31
396,99,99,21,2022-Q1,14509,0.0067,97.21
397,99,99,21,2022-Q4,11646,0.0067,78.03
398,100,100,6,2023-Q4,77471,0.0045,348.62
399,100,100,6,2023-Q3,58167,0.0045,261.75
400,100,100,6,2018-Q2,69615,0.0045,313.27
401,100,100,6,2024-Q3,47712,0.0045,214.7
402,100,100,6,2018-Q4,71226,0.0045,320.52
403,101,101,12,2024-Q3,148852,0.0064,952.65
404,101,101,12,2024-Q4,925849,0.0064,5925.43
405,101,101,12,2024-Q2,847502,0.0064,5424.01
406,102,102,6,2022-Q2,80770,0.0045,363.46
407,102,102,6,2021-Q3,69665,0.0045,313.49
408,102,102,6,2023-Q1,68011,0.0045,306.05
409,102,102,6,2020-Q1,41786,0.0045,188.04
410,103,103,8,2023-Q3,847846,0.0032,2713.11
411,103,103,8,2024-Q1,565123,0.0032,1808.39
412,103,103,8,2023-Q1,654357,0.0032,2093.94
413,103,103,8,2024-Q2,755071,0.0032,2416.23
414,103,103,8,2024-Q3,1052384,0.0032,3367.63
415,104,104,29,2024-Q1,112289,0.0068,763.57
416,104,104,29,2024-Q3,111439,0.0068,757.79
417,104,104,29,2024-Q2,133546,0.0068,908.11
418,104,104,29,2024-Q4,76897,0.0068,522.9
419,105,105,21,2021-Q3,12063,0.0067,80.82
420,105,105,21,2017-Q1,13773,0.0067,92.28
421,105,105,21,2019-Q2,10020,0.0067,67.13
422,105,105,21,2021-Q1,8020,0.0067,53.73
423,106,106,4,2020-Q3,107208,0.006,643.25
424,106,106,4,2021-Q3,148129,0.006,888.77
425,106,106,4,2024-Q3,123219,0.006,739.31
426,106,106,4,2021-Q1,99102,0.006,594.61
427,106,106,4,2021-Q4,77825,0.006,466.95
428,106,106,4,2022-Q1,47773,0.006,286.64
429,107,107,1,2023-Q3,112289,0.0038,426.7
430,107,107,1,2024-Q2,101649,0.0038,386.27
431,107,107,1,2023-Q1,66041,0.0038,250.96
432,108,108,27,2024-Q1,107832,0.0079,851.87
433,108,108,27,2021-Q2,86455,0.0079,682.99
434,108,108,27,2024-Q4,99262,0.0079,784.17
435,108,108,27,2020-Q2,70330,0.0079,555.61
436,109,109,22,2016-Q3,63193,0.005,315.97
437,109,109,22,2024-Q1,80072,0.005,400.36
438,109,109,22,2021-Q3,108160,0.005,540.8
439,109,109,22,2019-Q4,153267,0.005,766.34
440,109,109,22,2022-Q3,103863,0.005,519.32
441,110,110,19,2021-Q3,844776,0.0076,6420.3
442,110,110,19,2022-Q3,775130,0.0076,5890.99
443,110,110,19,2022-Q2,921278,0.0076,7001.71
444,110,110,19,2024-Q3,863395,0.0076,6561.8
445,110,110,19,2016-Q2,801688,0.0076,6092.83
446,111,111,7,2015-Q4,96355,0.0048,462.5
447,111,111,7,2017-Q1,85719,0.0048,411.45
448,111,111,7,2024-Q4,55900,0.0048,268.32
449,111,111,7,2015-Q3,84129,0.0048,403.82
450,111,111,7,2019-Q2,100906,0.0048,484.35
451,112,112,9,2024-Q3,14241,0.0079,112.5
452,112,112,9,2022-Q2,20080,0.0079,158.63
453,113,113,25,2019-Q3,52855,0.0051,269.56
454,113,113,25,2015-Q3,107258,0.0051,547.02
455,113,113,25,2023-Q2,63833,0.0051,325.55
456,114,114,9,2017-Q4,77279,0.0079,610.5
457,114,114,9,2021-Q3,53652,0.0079,423.85
458,114,114,9,2016-Q2,96774,0.0079,764.51
459,114,114,9,2018-Q1,65935,0.0079,520.89
460,114,114,9,2018-Q4,68819,0.0079,543.67
461,115,115,27,2022-Q3,713308,0.0079,5635.13
462,115,115,27,2021-Q1,472045,0.0079,3729.16
463,115,115,27,2022-Q4,496390,0.0079,3921.48
464,115,115,27,2023-Q1,421959,0.0079,3333.48
465,115,115,27,2020-Q1,696978,0.0079,5506.13
466,116,116,30,2024-Q3,620442,0.0052,3226.3
467,116,116,30,2023-Q1,684016,0.0052,3556.88
468,117,117,4,2022-Q4,169833,0.006,1019.0
469,117,117,4,2022-Q1,66808,0.006,400.85
470,117,117,4,2024-Q2,73057,0.006,438.34
471,117,117,4,2024-Q4,80969,0.006,485.81
472,117,117,4,2022-Q3,96689,0.006,580.13
473,118,118,8,2022-Q1,285759,0.0032,914.43
474,118,118,8,2015-Q1,505077,0.0032,1616.25
475,118,118,8,2016-Q4,710494,0.0032,2273.58
476,118,118,8,2021-Q2,492415,0.0032,1575.73
477,118,118,8,2016-Q3,813897,0.0032,2604.47
478,118,118,8,2018-Q2,577548,0.0032,1848.15
479,119,119,19,2020-Q4,99096,0.0076,753.13
480,119,119,19,2020-Q2,80235,0.0076,609.79
481,120,120,2,2022-Q1,38454,0.0038,146.13
482,120,120,2,2024-Q4,119291,0.0038,453.31
483,120,120,2,2022-Q3,103729,0.0038,394.17
484,121,121,22,2024-Q2,104227,0.005,521.13
485,121,121,22,2022-Q1,72008,0.005,360.04
486,121,121,22,2023-Q2,120962,0.005,604.81
487,121,121,22,2021-Q2,75584,0.005,377.92
488,121,121,22,2023-Q3,53339,0.005,266.69
489,121,121,22,2021-Q4,75282,0.005,376.41
490,122,122,4,2021-Q2,23621,0.006,141.73
491,122,122,4,2024-Q2,15903,0.006,95.42
492,122,122,4,2022-Q3,11741,0.006,70.45
493,122,122,4,2023-Q3,14535,0.006,87.21
494,122,122,4,2024-Q3,9403,0.006,56.42
495,123,123,5,2022-Q4,909920,0.0057,5186.54
496,123,123,5,2024-Q4,656978,0.0057,3744.77
497,123,123,5,2020-Q1,928810,0.0057,5294.22
498,123,123,5,2016-Q2,397372,0.0057,2265.02
499,124,124,27,2024-Q4,88836,0.0079,701.8
500,124,124,27,2018-Q1,49855,0.0079,393.85
501,124,124,27,2019-Q2,82794,0.0079,654.07
502,125,125,18,2020-Q1,56643,0.0046,260.56
503,125,125,18,2023-Q2,145149,0.0046,667.69
504,125,125,18,2018-Q2,106167,0.0046,488.37
505,125,125,18,2023-Q1,128942,0.0046,593.13
506,125,125,18,2017-Q3,84401,0.0046,388.24
507,125,125,18,2018-Q3,90139,0.0046,414.64
508,126,126,26,2020-Q4,134829,0.006,808.97
509,126,126,26,2017-Q3,73359,0.006,440.15
510,126,126,26,2017-Q1,102911,0.006,617.47
511,127,127,5,2019-Q3,14651,0.0057,83.51
512,127,127,5,2019-Q2,12285,0.0057,70.02
513,127,127,5,2017-Q4,13422,0.0057,76.51
