collab_id,track_id,primary_artist_id,featured_artist_id
939,866,82,141
940,12223,247,11
941,2722,232,89
942,3607,73,11
943,2595,30,2
944,3669,149,89
945,13672,95,201
946,14167,192,87
947,9255,240,246
948,9184,33,29
949,10916,49,201
950,5499,180,89
951,2720,180,89
952,7282,231,95
953,10731,207,89
954,7691,248,112
955,6384,205,89
956,8462,125,138
957,4760,94,41
958,9855,222,89
959,2876,106,82
960,13842,220,189
961,530,144,234
962,4091,198,159
963,2115,100,232
964,563,250,116
965,14321,152,62
966,4155,18,105
967,2454,43,137
968,4922,101,83
969,14890,7,59
970,11088,166,220
971,7910,160,97
972,4894,218,239
973,4455,33,226
974,6510,164,221
975,12000,78,151
976,4218,161,137
977,932,148,89
978,4179,4,138
979,10386,63,146
980,5386,212,112
981,4514,46,80
982,10980,32,26
983,3883,64,166
984,3769,45,230
985,11082,9,210
986,10976,49,152
987,12310,86,150
988,1500,85,103
989,3036,134,89
990,13816,209,118
991,11858,126,49
992,14447,173,215
993,1449,243,206
994,9182,53,142
995,13417,74,1
996,12871,32,163
997,11840,218,78
998,13248,237,92
999,6852,151,212
1000,5466,107,143
1001,10032,21,77
1002,9489,92,19
1003,13025,77,89
1004,6125,103,185
1005,13093,199,214
1006,14477,242,109
1007,10308,235,34
1008,1301,33,55
1009,10170,143,31
1010,12557,163,152
1011,459,76,192
1012,7453,172,142
1013,1475,111,89
1014,41,41,89
1015,12939,65,11
1016,13940,63,203
1017,8434,42,224
1018,9157,78,79
1019,14408,190,200
1020,3385,74,36
1021,42,42,140
1022,105,105,238
1023,9201,228,189
1024,4287,9,4
1025,1274,196,89
1026,11728,92,45
1027,12471,51,48
1028,5274,185,89
1029,2356,110,156
1030,7137,87,26
1031,5030,160,187
1032,3755,131,42
1033,8379,115,22
1034,5643,162,106
1035,10456,81,89
1036,2205,224,93
1037,10103,150,82
1038,4095,75,106
1039,7644,18,89
1040,5204,43,167
1041,2654,51,197
1042,11014,189,37
1043,7622,239,89
1044,7781,133,59
1045,9347,157,132
1046,4210,168,21
1047,8275,26,117
1048,696,180,194
1049,3107,25,215
1050,786,210,224
1051,11106,166,96
1052,2358,103,59
1053,6579,78,39
1054,11747,157,233
1055,540,245,47
1056,10275,112,89
1057,3662,60,184
1058,7766,164,212
1059,1419,171,89
1060,7196,3,89
1061,12538,228,91
1062,11323,7,126
1063,14534,156,94
1064,7613,209,171
1065,13691,54,7
1066,5860,79,43
1067,4920,171,95
1068,5636,250,33
1069,281,201,177
1070,6240,115,67
1071,14053,197,71
1072,1384,15,21
1073,276,247,86
1074,7128,217,160
1075,11666,133,212
1076,8185,204,89
1077,1929,178,156
1078,12969,61,36
1079,10058,208,8
1080,8220,94,171
1081,3029,55,153
1082,10965,181,177
1083,5795,42,148
1084,5591,118,209
1085,2027,35,128
1086,4374,118,48
1087,13371,202,34
1088,4197,229,115
1089,11486,122,41
1090,14386,203,3
1091,5414,135,89
1092,7032,147,198
1093,9298,83,68
1094,5265,4,169
1095,12755,186,169
1096,6339,42,8
1097,11022,160,60
1098,8789,49,105
1099,10871,231,170
1100,12583,111,53
1101,11385,166,76
1102,3464,246,89
1103,6308,243,176
1104,64,64,153
1105,13517,185,42
1106,2331,174,112
1107,6141,58,26
1108,8705,22,150
1109,4836,9,197
1110,7386,47,89
1111,11886,46,89
1112,8286,222,63
1113,7206,111,89
1114,13199,107,89
1115,708,193,93
1116,2059,173,181
1117,9181,217,236
1118,11860,211,75
1119,2479,32,219
1120,11966,117,1
1121,14205,212,29
1122,5448,172,63
1123,3924,38,89
1124,4823,182,188
1125,7955,183,158
1126,9944,147,76
1127,12892,97,27
1128,2907,113,118
1129,4040,159,71
1130,14745,109,84
1131,12431,118,167
1132,12387,111,20
1133,10611,70,203
1134,13747,217,89
1135,8910,27,19
1136,14413,173,244
1137,12619,59,3
1138,8374,2,248
1139,4924,228,135
1140,13696,112,89
1141,14882,162,107
1142,10659,157,89
1143,9936,179,100
1144,2761,32,190
1145,160,160,75
1146,4467,81,208
1147,757,213,144
1148,7223,117,4
1149,7193,46,182
1150,5659,103,128
1151,347,110,118
1152,1451,118,137
1153,10228,224,36
1154,82,82,244
1155,9696,108,24
1156,9254,51,118
1157,2829,73,109
1158,14865,50,141
1159,4556,36,88
1160,6790,211,241
1161,2328,17,123
1162,2383,8,157
1163,2738,38,80
1164,14217,213,149
1165,11694,246,191
1166,12441,131,181
1167,5034,177,89
1168,8822,227,205
1169,4525,92,104
1170,7329,219,159
1171,12328,194,89
1172,11690,74,209
1173,2170,199,175
1174,2464,66,7
1175,1021,25,128
1176,1258,105,35
1177,4527,34,142
1178,7740,14,142
1179,6795,39,92
1180,12155,38,87
1181,9518,231,89
1182,9600,62,206
1183,11953,61,250
1184,6036,166,89
1185,5144,171,89
1186,5668,105,239
1187,13233,239,41
1188,6144,227,81
1189,9694,14,145
1190,7448,151,52
1191,10684,100,184
1192,826,13,117
1193,12007,47,33
1194,11108,163,101
1195,12637,34,185
1196,5886,212,21
1197,2631,146,125
1198,5310,197,89
1199,2554,201,155
1200,10787,6,138
1201,5137,99,87
1202,6304,71,84
1203,805,173,143
1204,3393,122,197
1205,4285,250,89
1206,5367,213,26
1207,1276,29,89
1208,2815,231,89
1209,8420,216,109
1210,10893,25,130
1211,1544,78,4
1212,11755,195,230
1213,14812,28,89
1214,10949,52,233
1215,1786,198,127
1216,8158,222,106
1217,12311,14,89
1218,8128,237,62
1219,10547,162,230
1220,11817,6,223
1221,9848,56,89
1222,5802,91,89
1223,9327,47,164
1224,12932,164,207
1225,8072,155,34
1226,11353,228,90
1227,12670,64,14
1228,831,179,155
1229,6334,16,53
1230,1719,205,69
1231,12177,30,98
1232,14989,128,228
1233,12346,118,89
1234,6450,63,240
1235,4045,199,13
1236,2781,231,163
1237,8360,184,68
1238,7900,115,18
1239,5290,61,51
1240,10805,50,245
1241,12256,159,234
1242,6012,7,89
1243,1953,38,89
1244,2304,122,121
1245,14874,55,192
1246,9835,69,92
1247,11789,82,18
1248,13900,223,121
1249,6016,216,49
1250,1894,65,89
1251,13080,213,23
1252,3638,209,167
1253,7853,8,226
1254,12840,131,39
1255,3324,177,89
1256,8584,70,4
1257,2368,82,159
1258,11268,136,244
1259,8901,213,149
1260,14778,115,1
1261,5923,222,62
1262,13278,140,104
1263,11756,188,89
1264,9552,28,120
1265,4536,60,201
1266,10590,76,234
1267,1754,65,66
1268,1935,32,89
1269,6039,198,89
1270,9989,182,131
1271,11790,206,89
1272,11304,217,89
1273,4995,147,173
1274,1940,236,81
1275,188,188,147
1276,12024,230,140
1277,14707,194,5
1278,593,19,65
1279,11257,15,89
1280,371,87,248
1281,9505,82,73
1282,8332,75,216
1283,12318,126,80
1284,12838,169,154
1285,5633,179,58
1286,693,124,89
1287,8856,27,180
1288,6970,197,217
1289,6887,208,168
1290,4884,229,220
1291,12270,92,47
1292,1428,151,187
1293,1759,166,172
1294,2747,38,89
1295,99,99,61
1296,10502,153,232
1297,11298,88,89
1298,4025,136,121
1299,5315,22,237
1300,12100,22,43
1301,6743,115,176
1302,8803,67,89
1303,10033,116,17
1304,7017,59,40
1305,2255,127,152
1306,4791,139,212
1307,14626,66,156
1308,11115,190,179
1309,7443,143,89
1310,4883,60,10
1311,4707,183,9
1312,2871,195,125
1313,3013,41,39
1314,1415,32,219
1315,11059,228,126
1316,13765,37,197
1317,9808,173,132
1318,10747,175,89
1319,9952,13,185
1320,11633,99,221
1321,928,50,89
1322,9717,6,89
1323,1089,14,89
1324,3535,61,201
1325,2058,164,60
1326,6431,98,230
1327,11327,186,141
1328,14367,48,234
1329,5843,114,172
1330,7167,151,89
1331,13553,87,3
1332,8513,21,118
1333,3163,212,145
1334,616,150,55
1335,1483,27,57
1336,7623,214,95
1337,1944,121,119
1338,10623,24,108
1339,4194,45,245
1340,3786,245,5
1341,11265,11,7
1342,3059,181,117
1343,6192,43,145
1344,3703,245,54
1345,1309,47,151
1346,396,61,121
1347,1277,217,147
1348,13905,111,129
1349,12373,83,89
1350,14270,221,241
1351,7960,148,136
1352,9699,99,63
1353,12676,109,175
1354,14994,102,157
1355,2872,7,18
1356,3319,191,140
1357,11520,135,165
1358,454,7,71
1359,2512,229,174
1360,1300,37,78
1361,13360,192,219
1362,9322,162,190
1363,1012,45,89
1364,2888,211,105
1365,12052,163,45
1366,11622,56,110
1367,12618,80,74
1368,6775,211,192
1369,6110,134,153
1370,2678,32,165
1371,10267,224,22
1372,12434,69,34
1373,7796,7,131
1374,6773,10,220
1375,4555,68,99
1376,6377,43,242
1377,4110,84,210
1378,2378,161,71
1379,3823,191,85
1380,12105,195,89
1381,10415,33,210
1382,9249,25,157
1383,9030,22,229
1384,8545,107,217
1385,2131,70,95
1386,3298,42,94
1387,13438,95,86
1388,3942,38,71
1389,9013,81,132
1390,11754,148,232
1391,4094,38,153
1392,7883,91,108
1393,2576,163,213
1394,10583,243,7
1395,13504,207,87
1396,5504,245,47
1397,357,250,229
1398,335,24,32
1399,6862,78,127
1400,10619,193,173
1401,12393,214,113
1402,7301,27,205
1403,5828,44,32
1404,14873,169,209
1405,11733,127,145
1406,8952,73,100
1407,13131,26,238
1408,12343,55,155
1409,9046,229,160
1410,10579,50,89
1411,7283,148,112
1412,4801,226,22
1413,8057,174,129
1414,7730,126,160
1415,9866,243,64
1416,2410,164,51
1417,5681,166,89
1418,5441,173,52
1419,7748,229,122
1420,2904,135,126
1421,13922,241,89
1422,10060,11,202
1423,730,173,229
1424,6576,27,102
1425,7671,18,88
1426,11781,77,106
1427,11370,45,58
1428,7277,188,56
1429,4254,181,153
1430,6265,99,125
1431,14188,117,89
1432,10748,96,121
1433,6317,152,17
1434,9350,146,214
1435,13822,191,61
1436,14668,213,85
1437,10064,143,89
1438,1722,216,90
1439,6529,42,191
1440,7085,65,138
1441,5297,59,52
1442,13167,111,115
1443,10352,17,184
1444,3677,87,131
1445,13532,166,149
1446,3438,148,77
1447,6724,14,176
1448,585,206,89
1449,319,163,107
1450,166,166,153
1451,1853,95,170
1452,12867,58,89
1453,694,118,61
1454,5926,56,239
1455,7903,35,89
1456,8543,27,37
1457,8207,70,140
1458,11031,149,1
1459,8511,84,170
1460,1204,70,177
1461,7666,228,43
1462,10541,30,29
1463,6931,65,142
1464,6707,116,67
1465,4566,229,89
1466,5126,244,90
1467,7615,225,201
1468,8737,54,223
1469,9737,178,139
1470,5560,61,124
1471,11490,121,136
1472,9916,89,25
1473,12903,91,38
1474,1445,73,3
1475,14254,61,194
1476,1506,125,239
1477,2735,4,205
1478,6964,250,168
1479,7364,93,72
1480,12234,250,218
1481,9912,245,89
1482,3824,19,89
1483,10342,100,39
1484,243,243,188
1485,399,52,246
1486,14710,43,168
1487,5194,127,227
1488,101,101,1
1489,14527,85,237
1490,7689,69,42
1491,35,35,233
1492,178,178,126
1493,7230,179,184
1494,11556,54,73
1495,5287,53,89
1496,5789,180,93
1497,4129,118,89
1498,6976,107,89
1499,354,70,76
1500,6229,53,80
