### TABLE: record_labels ###
label_id,name,country,founding_year,label_type,royalty_rate_per_stream
LBL_0001,Universal Records,USA,1970,Major,0.00456
LBL_0002,Sony Records,France,1973,Major,0.00538
LBL_0003,Warner Records,Canada,1957,Major,0.0047
LBL_0004,Capitol Records,UK,1953,Major,0.00738
LBL_0005,Columbia Records,USA,1978,Major,0.00673
LBL_0006,"Rodriguez, Figueroa and Sanchez Music",USA,2017,Independent,0.00313
LBL_0007,Doyle Ltd Records,Japan,1985,Independent,0.00393
LBL_0008,"Mcclain, Miller and Henderson Records",Canada,2018,Independent,0.00524
LBL_0009,Davis and Sons Music,France,2014,Subsidiary,0.00388
LBL_0010,"Guzman, Hoffman and Baldwin Music",USA,2017,Independent,0.00624
LBL_0011,"Gardner, Robinson and Lawrence Records",USA,1980,Independent,0.00579
LBL_0012,Blake and Sons Music,UK,2001,Independent,0.00362
LBL_0013,"Henderson, Ramirez and Lewis Records",USA,2001,Independent,0.00337
LBL_0014,Garcia-James Music,USA,1986,Independent,0.00639
LBL_0015,Abbott-Munoz Music,USA,2018,Independent,0.00623
LBL_0016,Blair PLC Entertainment,Germany,2009,Independent,0.0035
LBL_0017,Dudley Group Records,UK,2004,Independent,0.00521
LBL_0018,Arnold Ltd Entertainment,USA,2020,Independent,0.00654
LBL_0019,"Mcclure, Ward and Lee Entertainment",USA,2003,Independent,0.00377
LBL_0020,Williams and Sons Records,France,1984,Subsidiary,0.00565
LBL_0021,Galloway-Wyatt Records,Germany,1998,Independent,0.00642
LBL_0022,James Group Music,USA,1986,Independent,0.00411
LBL_0023,"Flowers, Martin and Kelly Music",UK,2020,Independent,0.00365
LBL_0024,"Adams, Zuniga and Wong Records",UK,2002,Independent,0.00568
LBL_0025,"Reid, Ferguson and Sanchez Entertainment",Japan,1984,Independent,0.00554
LBL_0026,Gray-Mayo Entertainment,Canada,2014,Independent,0.00398
LBL_0027,"Watts, Robinson and Nguyen Music",UK,2009,Independent,0.00408
LBL_0028,Perez Inc Entertainment,USA,2020,Subsidiary,0.00523
LBL_0029,Morales-Jones Records,Germany,2000,Subsidiary,0.00392
LBL_0030,"Walter, Edwards and Rios Music",Japan,1982,Independent,0.0046
LBL_0031,Wilkerson-Day Records,Japan,1984,Independent,0.00665
LBL_0032,Baker and Sons Entertainment,USA,2016,Independent,0.00426
LBL_0033,"Hoffman, Baker and Richards Music",USA,2011,Independent,0.00654
LBL_0034,"Ross, Robinson and Bright Records",USA,2009,Subsidiary,0.00406
LBL_0035,"Snyder, Campos and Callahan Entertainment",USA,1995,Independent,0.00525
LBL_0036,Burton Ltd Entertainment,UK,1996,Independent,0.00534
LBL_0037,Carlson-Cruz Music,Germany,2017,Independent,0.00445
LBL_0038,"Ferrell, Rice and Maddox Entertainment",France,1988,Subsidiary,0.00497
LBL_0039,Frazier Inc Records,USA,1983,Independent,0.00361
LBL_0040,"Dyer, Potter and Mack Entertainment",Germany,1990,Subsidiary,0.00469
LBL_0041,Rodriguez-Graham Music,Canada,1984,Subsidiary,0.00453
LBL_0042,Smith-Bowen Entertainment,USA,2009,Independent,0.00401
LBL_0043,"Baker, Mason and White Records",USA,2015,Subsidiary,0.00572
LBL_0044,Harrell LLC Entertainment,UK,1987,Independent,0.00654
LBL_0045,"Romero, Gonzalez and Brooks Entertainment",USA,1997,Independent,0.00436
LBL_0046,Ryan PLC Music,USA,1998,Subsidiary,0.00363
LBL_0047,George Group Entertainment,UK,1980,Subsidiary,0.0065
LBL_0048,Rodriguez LLC Entertainment,UK,1996,Independent,0.00605
LBL_0049,Allen-Allen Records,Canada,2012,Subsidiary,0.00648
LBL_0050,"Arroyo, Miller and Tucker Entertainment",UK,1999,Subsidiary,0.00503

### TABLE: artists ###
artist_id,name,country,primary_genre,secondary_genre,debut_year,label_id,is_active,popularity_score
ART_0198,Angela Vaughn,Niue,Hip-Hop,Classical,1991,LBL_0027,True,0.04
ART_0347,The Haydens,Portugal,Hip-Hop,,2015,LBL_0049,True,0.145
ART_0618,Jessica Fowler,Somalia,Hip-Hop,,2020,LBL_0012,True,0.023
ART_0263,Young Brooke Prince,Sweden,Hip-Hop,Country,1995,LBL_0023,True,0.026
ART_0043,Lil Wesley King,Timor-Leste,Hip-Hop,,2009,LBL_0026,True,0.031
ART_0029,Scott,Tokelau,Hip-Hop,Jazz,2018,LBL_0036,True,0.018
ART_0276,Big Cynthia,UK,Hip-Hop,,1990,LBL_0017,True,0.018
ART_0679,Big Anna Prince,UK,Hip-Hop,,2005,LBL_0048,True,0.022
ART_0077,Big Rodney Prince,USA,Hip-Hop,,2016,LBL_0032,True,0.017
ART_0472,The Patels,USA,Hip-Hop,,2001,LBL_0018,True,0.022
ART_0025,Daniel,USA,Hip-Hop,,2018,LBL_0035,True,0.025
ART_0170,The Powells,USA,Hip-Hop,,1992,LBL_0028,True,0.048
ART_0552,Young Kristen Prince,United Kingdom,Hip-Hop,Metal,2003,LBL_0049,True,0.026
ART_0001,Philip Cannon,Brunei Darussalam,Indie,Metal,2002,LBL_0010,True,0.024
ART_0454,The Whites,Cambodia,Indie,,2000,LBL_0039,True,0.024
ART_0678,The Woods,Canada,Indie,,1990,LBL_0008,True,0.018
ART_0256,Dwayne Campbell,Canada,Indie,,2005,LBL_0003,True,0.024
ART_0020,The Hendersons,Canada,Indie,,2015,LBL_0008,False,0.028
ART_0581,The Bryants,Canada,Indie,,1993,LBL_0049,True,0.127
ART_0289,The Williamss,Ethiopia,Indie,,2023,LBL_0009,False,0.048
ART_0208,Jessica Gross,France,Indie,Hip-Hop,2011,LBL_0009,True,0.025
ART_0442,Teresa Henderson,France,Indie,,2015,LBL_0038,True,0.043
ART_0221,Melissa Brewer,Germany,Indie,,1994,LBL_0037,True,0.03
ART_0446,Brian Romero,Germany,Indie,Hip-Hop,2010,LBL_0040,True,0.078
ART_0019,The Hopkinss,Guinea,Indie,,2022,LBL_0006,True,0.038
ART_0213,John Bishop,Hong Kong,Indie,Country,2018,LBL_0025,True,0.02
ART_0228,The Parkers,Japan,Indie,Rock,2013,LBL_0030,False,0.029
ART_0351,Jennifer Smith,Japan,Indie,,2020,LBL_0007,True,0.073
ART_0308,Sharon Griffin,Liberia,Indie,,2016,LBL_0003,True,0.024
ART_0363,Joshua Mata,Marshall Islands,Indie,,2012,LBL_0001,True,0.023
ART_0511,Katie Ford,Micronesia,Indie,,1997,LBL_0027,True,0.023
ART_0202,Renee Hogan,Mongolia,Indie,R&B,2005,LBL_0020,False,0.035
ART_0233,The Hills,Namibia,Indie,Metal,2023,LBL_0019,True,0.027
ART_0578,The Bentleys,New Caledonia,Indie,,1990,LBL_0036,True,0.018
ART_0674,John Harris,New Caledonia,Indie,,2024,LBL_0002,True,0.021
ART_0153,Pamela Boyd,Niue,Indie,,2003,LBL_0028,True,0.092
ART_0103,Heather Hicks,Philippines,Indie,,2024,LBL_0030,True,0.052
ART_0031,Tracy House,Thailand,Indie,,1992,LBL_0023,True,0.022
ART_0328,The Finleys,UK,Indie,,2017,LBL_0012,True,0.018
ART_0111,Michael Smith,USA,Indie,,2021,LBL_0010,True,0.017
ART_0562,Jose Guerra,USA,Indie,,2003,LBL_0043,True,0.02
ART_0074,The Freemans,United Kingdom,Indie,,1995,LBL_0018,True,0.017
ART_0582,Taylor Carlson,Andorra,Jazz,Indie,2008,LBL_0043,True,0.018
ART_0461,Latoya Miller,Austria,Jazz,,2019,LBL_0017,True,0.022
ART_0416,The Fishers,Brazil,Jazz,,2017,LBL_0043,True,0.027
ART_0035,James Galloway,Canada,Jazz,Country,2002,LBL_0026,True,0.024
ART_0602,Chad Baldwin,France,Jazz,,2003,LBL_0038,False,0.02
ART_0413,Hunter Kramer,Germany,Jazz,Hip-Hop,2023,LBL_0016,True,0.04
ART_0119,Katie Estrada,Greece,Jazz,,1996,LBL_0029,True,0.019
ART_0595,The Allens,Japan,Jazz,,2014,LBL_0031,True,0.019
ART_0563,The Daviss,Japan,Jazz,Pop,2023,LBL_0031,False,0.021
ART_0069,The Wilsons,Japan,Jazz,Rock,2005,LBL_0007,True,0.025
ART_0281,Christopher Jenkins,Lithuania,Jazz,,2022,LBL_0013,True,0.02
ART_0685,Cheryl Moore,Malaysia,Jazz,,1999,LBL_0045,True,0.028
ART_0695,The Williamss,Monaco,Jazz,,1994,LBL_0001,True,0.073
ART_0010,Alex Spencer,Namibia,Jazz,,2020,LBL_0027,True,0.055
ART_0270,David Davis,Peru,Jazz,Country,1990,LBL_0020,True,0.069
ART_0551,The Collinss,Sudan,Jazz,,2000,LBL_0019,True,0.051
ART_0079,Deborah Figueroa,UK,Jazz,Classical,2020,LBL_0036,True,0.019
ART_0067,The Mcmillans,UK,Jazz,,1997,LBL_0050,False,0.028
ART_0051,Michael Edwards,USA,Jazz,,2019,LBL_0043,True,0.017
ART_0333,Allen Nguyen,USA,Jazz,,2014,LBL_0001,True,0.05
ART_0624,Matthew Cox,Zambia,Jazz,Metal,2001,LBL_0041,True,0.018
ART_0075,The Odonnells,Austria,Metal,,2014,LBL_0022,True,0.026
ART_0539,Katelyn Perez,Burundi,Metal,Jazz,2016,LBL_0007,True,0.025
ART_0670,The Turners,Canada,Metal,Jazz,2017,LBL_0026,True,0.017
ART_0294,Juan Tran,Canada,Metal,Hip-Hop,1992,LBL_0026,True,0.034
ART_0415,Derek Martinez,France,Metal,,1995,LBL_0038,True,0.032
ART_0327,Storm Ferguson,France,Metal,,2010,LBL_0002,True,0.037
ART_0540,The Moores,French Polynesia,Metal,Rock,2002,LBL_0046,True,0.018
ART_0296,Susan Murray MD,Germany,Metal,,2010,LBL_0016,True,0.172
ART_0576,Alicia Lewis,Japan,Metal,Indie,1991,LBL_0031,True,0.018
ART_0123,Iron Mitchell,Jersey,Metal,Electronic,2019,LBL_0019,True,0.033
ART_0016,Storm Washington,Mauritius,Metal,Indie,2014,LBL_0017,True,0.02
ART_0661,Blood Davis,Norway,Metal,Rock,2015,LBL_0034,True,0.037
ART_0280,The Cooks,Paraguay,Metal,,1995,LBL_0034,False,0.017
ART_0672,The Chavezs,Portugal,Metal,,2024,LBL_0018,True,0.034
ART_0434,Stephen Gutierrez,Sweden,Metal,,2020,LBL_0034,True,0.017
ART_0012,Crystal Whitehead,Tokelau,Metal,,1996,LBL_0016,True,0.022
ART_0218,Iron Carlson,UK,Metal,,2015,LBL_0024,True,0.017
ART_0654,Black Oneill,UK,Metal,R&B,2024,LBL_0012,True,0.055
ART_0053,Storm Anderson,USA,Metal,Electronic,2018,LBL_0011,True,0.024
ART_0625,Death Bradley,USA,Metal,Country,1992,LBL_0039,True,0.032
ART_0230,Emily Newton,USA,Metal,,2010,LBL_0042,True,0.079
ART_0483,Death Collier,Uruguay,Metal,,2003,LBL_0015,False,0.062
ART_0554,The Richardsons,Yemen,Metal,R&B,2010,LBL_0036,True,0.037
ART_0183,Tyler Williams,Antarctica (the territory South of 60 deg S),Pop,,2000,LBL_0024,True,0.028
ART_0622,Lawrence Harrington,Antigua and Barbuda,Pop,,2017,LBL_0006,False,0.041
ART_0080,Jessica Smith,Belarus,Pop,Classical,2019,LBL_0018,False,0.028
ART_0629,Ernest Ramirez,Brazil,Pop,,2015,LBL_0037,True,0.033
ART_0516,Miguel Wagner,China,Pop,,2020,LBL_0022,False,0.017
ART_0219,Kristi Black,Comoros,Pop,Classical,2018,LBL_0003,True,0.087
ART_0341,The Murrays,Equatorial Guinea,Pop,Jazz,2013,LBL_0008,True,0.031
ART_0104,Ms. Teresa Wilson,Eritrea,Pop,,2018,LBL_0049,True,0.05
ART_0508,Jesse Brown,France,Pop,,2015,LBL_0002,True,0.019
ART_0236,The Walls,Germany,Pop,Country,2016,LBL_0040,True,0.021
ART_0470,Chad Scott,Greece,Pop,,1996,LBL_0007,True,0.021
ART_0687,Kathleen Davis,India,Pop,Electronic,2021,LBL_0046,True,0.025
ART_0125,Jeremy Lewis,Japan,Pop,Country,2005,LBL_0025,False,0.043
ART_0628,The Berrys,Marshall Islands,Pop,Electronic,2012,LBL_0023,True,0.017
ART_0065,Dr. Kendra Contreras,Micronesia,Pop,Jazz,1992,LBL_0049,True,0.032
ART_0524,The Riveras,Moldova,Pop,,2020,LBL_0037,True,0.038
ART_0408,The Spencers,Namibia,Pop,,2023,LBL_0003,True,0.02
ART_0189,Pamela Jackson,New Caledonia,Pop,,2021,LBL_0013,True,0.018
ART_0089,The Baxters,Niger,Pop,,2014,LBL_0029,True,0.048
ART_0641,The Hos,Northern Mariana Islands,Pop,,2001,LBL_0049,True,0.048
ART_0332,Shelia Wallace,Puerto Rico,Pop,,1991,LBL_0006,True,0.022
ART_0452,Debra White,Reunion,Pop,,2006,LBL_0007,True,0.018
ART_0647,Angelica Parker,Saint Barthelemy,Pop,,2007,LBL_0029,True,0.02
ART_0439,Anna Davis,Saint Vincent and the Grenadines,Pop,Electronic,2004,LBL_0002,True,0.025
ART_0367,The Drakes,San Marino,Pop,Metal,2013,LBL_0035,True,0.028
ART_0407,Justin Jones,Serbia,Pop,Rock,2007,LBL_0005,True,0.025
ART_0545,James Martin,Switzerland,Pop,,2011,LBL_0019,True,0.021
ART_0062,Jaclyn Moore,Syrian Arab Republic,Pop,,1998,LBL_0030,True,0.029
ART_0608,Howard Norman,Tonga,Pop,Metal,2014,LBL_0009,True,0.021
ART_0038,The Bernards,UK,Pop,Hip-Hop,2012,LBL_0047,True,0.018
ART_0322,The Harringtons,UK,Pop,,1994,LBL_0044,False,0.02
ART_0279,The Baileys,UK,Pop,Electronic,2013,LBL_0027,True,0.03
ART_0046,Jennifer David,UK,Pop,,2005,LBL_0044,False,0.087
ART_0503,The Downss,USA,Pop,,2013,LBL_0001,False,0.018
ART_0107,The Grahams,USA,Pop,Metal,1997,LBL_0042,True,0.018
ART_0640,The Josephs,USA,Pop,,2010,LBL_0032,True,0.021
ART_0166,The Navarros,USA,Pop,,1997,LBL_0019,True,0.027
ART_0056,Zachary Ferrell,USA,Pop,,2003,LBL_0005,False,0.055
ART_0050,Kevin Mills,Vietnam,Pop,Indie,2023,LBL_0030,False,0.02
ART_0365,Christopher Sloan,Western Sahara,Pop,,1991,LBL_0049,True,0.018
ART_0390,The Taylors,Yemen,Pop,Electronic,1991,LBL_0043,True,0.026
ART_0235,The Campbells,Bolivia,R&B,Electronic,2011,LBL_0037,True,0.019
ART_0137,Young Reginald Prince,Cameroon,R&B,,1998,LBL_0003,True,0.024
ART_0550,Rachel Young,Dominican Republic,R&B,,1990,LBL_0034,True,0.018
ART_0411,Brianna Anderson,El Salvador,R&B,,2005,LBL_0010,True,0.018
ART_0366,DJ Timothy,Germany,R&B,,2019,LBL_0037,True,0.018
ART_0419,Ashley Gordon,Germany,R&B,,2019,LBL_0021,True,0.046
ART_0124,The Lawsons,Gibraltar,R&B,,2017,LBL_0045,True,0.028
ART_0675,Emma Travis,Guatemala,R&B,,1990,LBL_0015,True,0.04
ART_0178,Diana Bean,Italy,R&B,,2012,LBL_0033,True,0.046
ART_0112,Big Sara Baby,Japan,R&B,,2014,LBL_0030,True,0.018
ART_0149,The Mcclains,Japan,R&B,,2023,LBL_0020,True,0.021
